# Wordlist

# DATA
ID	WEIGHTS	FORM	VALUE	ALIGNMENT	CONCEPT_IN_SOURCE	LANGID	TOKENS	IPA	DUPLICATES	SONARS	COGID	PROSTRINGS	NUMBERS	CONCEPT_FRENCH	CONCEPTICON_ID	DOCULECT	CLASSES	CONCEPT	BORROWINGS	AUTOCOGID
4188	1.6 3.0 1.0 1.3 3.0 1.0	jūrà	jūrà	j u ³ r a ¹	kill	3	dʒ u ³ r a ¹	jūrà	0	1 7 8 5 7 8	221	AXTBYT	3.T.C 3.Y.V 3.6.T 3.R.C 3.A.V 3.6.T	tuer	1417	Bangime	TY6RA6	KILL		3644
4189	3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	ā-wàgà	ā-wàgà	( a ³ + ) - w a ( ¹ ) ɡ a ¹	kill	21	a ³ + w a ¹ ɡ a ¹	ā-wàgà	0	7 8 9 6 7 8 1 7 8	217	XT_AXTBYT	21.A.V 21.6.T 21._._ 21.W.C 21.A.V 21.6.T 21.K.C 21.A.V 21.6.T	tuer	1417	Jenaama	A6_WA6KA6	KILL		3660
4190	1.6 3.0 1.0	wɔ̌:	wɔ̌:	w ɔː ¹⁵ -	kill	20	w ɔː ¹⁵	wɔ̌:	0	6 7 8	218	AXT	20.W.C 20.U.V 20.2.T	tuer	1417	Jamsay	WU2	KILL		3659
4191	1.6 3.0 1.0 1.3 3.0 1.0	jìyɛ́	jìyɛ́	dʒ i ¹ j ɛ ⁵	kill	23	dʒ i ¹ j ɛ ⁵	jìyɛ́	0	1 7 8 6 7 8	3837	AXTBYT	23.T.C 23.I.V 23.6.T 23.J.C 23.E.V 23.6.T	tuer	1417	Najamba	TI6JE6	KILL		3646
4192	1.6 3.0 1.0	wɔ̌:	wɔ̌:	w ɔː ¹⁵ -	kill	26	w ɔː ¹⁵	wɔ̌:	0	6 7 8	218	AXT	26.W.C 26.U.V 26.2.T	tuer	1417	Perge_Tegu	WU2	KILL		3659
4193	1.6 3.0 1.0	jɛ́	jɛ́	dʒ ɛ ⁵ - - -	kill	36	dʒ ɛ ⁵	jɛ́	0	1 7 8	3837	AXT	36.T.C 36.E.V 36.6.T	tuer	1417	Yanda_Dom	TE6	KILL		3645
4194	2.0 1.5 1.75 0.8	waga	waga	( - - - ) - w a ( - ) ɡ a -	kill	7	w a ɡ a	waga	0	6 7 1 7	217	AXBZ	7.W.C 7.A.V 7.K.C 7.A.V	tuer	1417	Bozo_Hainyaxo	WAKA	KILL		3648
4195	2.0 1.5	wa	wa	( - - - ) - w a ( - ) - - -	kill	11	w a	wa	0	6 7	217	AX	11.W.C 11.A.V	tuer	1417	Bozo_Pondori_nord	WA	KILL		3647
4196	2.0 1.5 0.8	gue	gue	( - - - ) ɡ u e ( - ) - - -	kill	14	ɡ u e	gue	0	1 7 7	217	AXZ	14.K.C 14.Y.V 14.E.V	tuer	1417	Bozo_Tieyaxo	KYE	KILL		3655
4197	2.0 1.5	wa	wa	( - - - ) - w a ( - ) - - -	kill	12	w a	wa	0	6 7	217	AX	12.W.C 12.A.V	tuer	1417	Bozo_Pondori_sud	WA	KILL		3647
4198	2.0 1.5 1.5	gwa	gwa	( - - - ) ɡ w a ( - ) - - -	kill	10	ɡ w a	gwa	0	1 6 7	217	ACX	10.K.C 10.W.C 10.A.V	tuer	1417	Bozo_Kotya	KWA	KILL		3647
4199	2.0 1.5	wa	wa	( - - - ) - w a ( - ) - - -	kill	13	w a	wa	0	6 7	217	AX	13.W.C 13.A.V	tuer	1417	Bozo_Tiema_Cewe	WA	KILL		3654
4200	2.0 1.5	wa	wa	( - - - ) - w a ( - ) - - -	kill	6	w a	wa	0	6 7	217	AX	6.W.C 6.A.V	tuer	1417	Bozo_Debo	WA	KILL		3647
4201	2.0 1.5	wa	wa	( - - - ) - w a ( - ) - - -	kill	8	w a	wa	0	6 7	217	AX	8.W.C 8.A.V	tuer	1417	Bozo_Korondougou_nord	WA	KILL		3647
4202	2.0 1.5	wa	wa	( - - - ) - w a ( - ) - - -	kill	9	w a	wa	0	6 7	217	AX	9.W.C 9.A.V	tuer	1417	Bozo_Korondougou_sud	WA	KILL		3647
4203	1.6 3.0 1.0 1.3 3.0 1.0	kàrí	kàrí	k a ¹ r i ⁵	kill	29	k a ¹ r i ⁵	kàrí	0	1 7 8 5 7 8	220	AXTBYT	29.K.C 29.A.V 29.6.T 29.R.C 29.I.V 29.6.T	tuer	1417	Soninke	KA6RI6	KILL		3668
4204	1.6 3.0 1.0	wí:	wí:	w iː ⁵ -	[tr] kill (person, animal); extinguish (e.g. fire)	28	w iː ⁵	wí:	0	6 7 8	216	AXT	28.W.C 28.I.V 28.6.T	tuer (personne, animal); éteindre (feu etc.).	1417	Songhai_Senni	WI6	KILL		3666
9725	1.6 3.0 1.0 0.5	wúy	wúy	w u ⁵ j		27	w u ⁵ j	wúy	0	6 7 8 6	216	AXTN	27.W.C 27.Y.V 27.6.T 27.J.c		1417	Songhai_Kiini	WY6J	KILL		3666
#
4205	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.5 0.0 3.0 1.0 1.1 1.1 1.3 3.0 1.0	háy_kánjè	háy-­kánjè	( h a ⁵ j _ - - - - - - - - ) k a ⁵ n dʒ e ¹ - - - - -	[cpd tr] knee (sb), strike with the knee	28	ɡ u ⁵ ŋ ɡ u ⁵ m + e ⁵ j n d i ⁵	háy_kánjè	0	1 7 8 4 1 7 8 4 9 7 8 6 4 1 7 8	3868	AXTMBYTN_XTLMBYT	28.K.C 28.Y.V 28.6.T 28.N.c 28.K.C 28.Y.V 28.6.T 28.M.c 28._._ 28.E.V 28.6.T 28.J.c 28.N.c 28.T.C 28.I.V 28.6.T	donner un coup de genou à [cf. kànjè].	1371	Songhai_Senni	KY6NKY6M_E6JNTI6	KNEE		3692
4206	1.6 3.0 1.0 1.3 3.0 1.0	nìŋó	nìŋó	n i ¹ ŋ - o ⁵	knee	35	n i ¹ ŋ o ⁵	nìŋó	0	4 7 8 4 7 8	3875	AXTBYT	35.N.C 35.I.V 35.6.T 35.N.C 35.U.V 35.6.T	genou	1371	Toro_Tegu	NI6NU6	KNEE		3683
4207	1.6 3.0 1.0 1.1 1.3 3.0 1.0	sínjì:	sínjì:, síŋgì:	( - - - - - - - - - - - - - ) s i ⁵ n dʒ iː ¹ - - - - -	knee	5	s i ⁵ n dʒ iː ¹	sínjì:	0	3 7 8 4 1 7 8	3868	AXTMBYT	5.S.C 5.I.V 5.6.T 5.N.c 5.T.C 5.I.V 5.6.T	genou	1371	Ben_Tey	SI6NTI6	KNEE		3678
4208	1.6 3.0 1.0 1.3 3.0 1.0	kízì	kízì	( - - - - - - - - - - - - - ) k i ⁵ - z i ¹ - - - - -	knee	4	k i ⁵ z i ¹	kízì	0	1 7 8 3 7 8	3868	AXTBYT	4.K.C 4.I.V 4.6.T 4.S.C 4.I.V 4.6.T	genou	1371	Bankan_Tey	KI6SI6	KNEE		3677
4209	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	kùnjò-kúnjô	kùnjò-kúnjô	( - - - - - k u ¹ n dʒ o ¹ + ) k u ⁵ n dʒ o ⁵¹ - - - - -	knee	24	k u ¹ n dʒ o ¹ + k u ⁵ n dʒ o ⁵¹	kùnjò-kúnjô	0	1 7 8 4 1 7 8 9 1 7 8 4 1 7 8	3868	AXTMBYT_AXTMBYT	24.K.C 24.Y.V 24.6.T 24.N.c 24.T.C 24.U.V 24.6.T 24._._ 24.K.C 24.Y.V 24.6.T 24.N.c 24.T.C 24.U.V 24.3.T	genou	1371	Nanga	KY6NTU6_KY6NTU3	KNEE		3688
4210	1.6 3.0 1.0 1.1 1.3 3.0 1.0	nìŋgé	nìŋgé	n i ¹ ŋ ɡ e ⁵	knee	26	n i ¹ ŋ ɡ e ⁵	nìŋgé	0	4 7 8 4 1 7 8	3875	AXTMBYT	26.N.C 26.I.V 26.6.T 26.N.c 26.K.C 26.E.V 26.6.T	genou	1371	Perge_Tegu	NI6NKE6	KNEE		3683
4211	1.6 3.0 1.0 1.3 3.0 1.0	nèŋé	nèŋé	n e ¹ ŋ - e ⁵	knee	19	n e ¹ ŋ e ⁵	nèŋé	0	4 7 8 4 7 8	3875	AXTBYT	19.N.C 19.E.V 19.6.T 19.N.C 19.E.V 19.6.T	genou	1371	Gourou	NE6NE6	KNEE		3683
4212	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.1 1.0	nèŋèrè-kúⁿ	nèŋèrè-kúⁿ	n e ¹ ŋ e ¹ r e ¹ + k ũ ⁵ ∼	knee	32	n e ¹ ŋ e ¹ r e ¹ + k ũ ∼ ⁵	nèŋèrè-kúⁿ	0	4 7 8 4 7 8 5 7 8 9 1 7 4 8	3886	AXTBYTBYT_AXLT	32.N.C 32.E.V 32.6.T 32.N.C 32.E.V 32.6.T 32.R.C 32.E.V 32.6.T 32._._ 32.K.C 32.Y.V 32.9.c 32.6.T	genou	1371	Togo_Kan	NE6NE6RE6_KY96	KNEE		3695
4213	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	yúŋóló	yúŋóló	- - - - - - j u ⁵ ŋ - o ⁵ + l o ⁵ ( - - - - - )	knee	37	j u ⁵ ŋ o ⁵ l o ⁵	yúŋóló	0	6 7 8 4 7 8 5 7 8	3888	AXTBYTBYT	37.J.C 37.Y.V 37.6.T 37.N.C 37.U.V 37.6.T 37.L.C 37.U.V 37.6.T	genou	1371	Yorno_So	JY6NU6LU6	KNEE		3700
4214	3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	ànù_yóŋóló	ànù yóŋóló	a ¹ n u ¹ + j o ⁵ ŋ - o ⁵ + l o ⁵ ( - - - - - )	knee	33	a ¹ n u ¹ _ j o ⁵ ŋ o ⁵ l o ⁵	ànù_yóŋóló	0	7 8 4 7 8 9 6 7 8 4 7 8 5 7 8	3888	XTBYT_AXTBYTBYT	33.A.V 33.6.T 33.N.C 33.Y.V 33.6.T 33._._ 33.J.C 33.U.V 33.6.T 33.N.C 33.U.V 33.6.T 33.L.C 33.U.V 33.6.T	genou	1371	Tommo_So	A6NY6_JU6NU6LU6	KNEE		3696
4215	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 1.0	kúnjù-ŋ̀	kúnjù-ŋ̀ (pl kúnjù yà:)	( - - - - - - - - - - - - - ) k u ⁵ n dʒ u ¹ + ŋ ¹ - -	knee	16	k u ⁵ n dʒ u ¹ + ŋ ¹	kúnjù-ŋ̀	0	1 7 8 4 1 7 8 9 4 8	3868	AXTMBYT_AT	16.K.C 16.Y.V 16.6.T 16.N.c 16.T.C 16.Y.V 16.6.T 16._._ 16.N.C 16.6.T	genou	1371	Dogul_Dom	KY6NTY6_N6	KNEE		3674
4216	1.6 3.0 1.0 1.1 1.3 3.0 1.0	kúndú	kúndú	( - - - - - - - - - - - - - ) k u ⁵ n d u ⁵ - - - - -	knee	30	k u ⁵ n d u ⁵	kúndú	0	1 7 8 4 1 7 8	3868	AXTMBYT	30.K.C 30.Y.V 30.6.T 30.N.c 30.T.C 30.Y.V 30.6.T	genou	1371	Tebul_Ure	KY6NTY6	KNEE		3674
4217	1.6 3.0 1.0 1.1 1.3 3.0 1.0	kúnzú	kúnzú	( - - - - - - - - - - - - - ) k u ⁵ n z u ⁵ - - - - -	knee	36	k u ⁵ n z u ⁵	kúnzú	0	1 7 8 4 3 7 8	3868	AXTMBYT	36.K.C 36.Y.V 36.6.T 36.N.c 36.S.C 36.Y.V 36.6.T	genou	1371	Yanda_Dom	KY6NSY6	KNEE		3674
4218	1.6 3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 1.2 3.0 1.0	nà:kínjì-ŋgè	nà:-kínjì-ŋgè	( n aː ¹ + - - - - - - - - - ) k i ⁵ n dʒ i ¹ + ŋ ɡ e ¹	knee	23	n aː ¹ k i ⁵ n dʒ i ¹ + ŋ ɡ e ¹	nà:kínjì-ŋgè	0	4 7 8 1 7 8 4 1 7 8 9 4 1 7 8	3868	AXTBYTMBYT_ACYT	23.N.C 23.A.V 23.6.T 23.K.C 23.I.V 23.6.T 23.N.c 23.T.C 23.I.V 23.6.T 23._._ 23.N.C 23.K.C 23.E.V 23.6.T	genou	1371	Najamba	NA6KI6NTI6_NKE6	KNEE		3687
4219	1.6 3.0 1.0 1.3 3.0 1.0	kùjù	kùjù (kùjù gé)	( - - - - - - - - - - - - - ) k u ¹ - dʒ u ¹ - - - - -	knee	1	k u ¹ dʒ u ¹	kùjù	0	1 7 8 1 7 8	3868	AXTBYT	1.K.C 1.Y.V 1.6.T 1.T.C 1.Y.V 1.6.T	genou	1371	Ampari	KY6TY6	KNEE		3674
4220	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	kùnjúgà	kùnjúgà	( - - - - - - - - - - - - - ) k u ¹ n dʒ u ⁵ + ɡ a ¹ -	knee	15	k u ¹ n dʒ u ⁵ ɡ a ¹	kùnjúgà	0	1 7 8 4 1 7 8 1 7 8	3868	AXTMBYTBYT	15.K.C 15.Y.V 15.6.T 15.N.c 15.T.C 15.Y.V 15.6.T 15.K.C 15.A.V 15.6.T	genou	1371	Bunoge	KY6NTY6KA6	KNEE		3674
4221	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	yóŋùnù	yóŋùnù	- - - - - - j o ⁵ ŋ - u ¹ + n u ¹ ( - - - - - )	knee	17	j o ⁵ ŋ u ¹ n u ¹	yóŋùnù	0	6 7 8 4 7 8 4 7 8	3888	AXTBYTBYT	17.J.C 17.U.V 17.6.T 17.N.C 17.Y.V 17.6.T 17.N.C 17.Y.V 17.6.T	genou	1371	Donno_So	JU6NY6NY6	KNEE		3681
4222	1.6 3.0 1.0 1.3 3.0 1.0	nɛ̀ŋɛ́	nɛ̀ŋɛ́, nɛ̀ŋɛ̀ béré	n ɛ ¹ ŋ - ɛ ⁵	knee	20	n ɛ ¹ ŋ ɛ ⁵	nɛ̀ŋɛ́	0	4 7 8 4 7 8	3875	AXTBYT	20.N.C 20.E.V 20.6.T 20.N.C 20.E.V 20.6.T	genou	1371	Jamsay	NE6NE6	KNEE		3683
4223	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.1 1.0	ɲùŋgòlòkùⁿ	ɲùŋgòlòkùⁿ	- - ɲ u ¹ - - - - ŋ ɡ o ¹ + l o ¹ ( + k ũ ¹ ∼ )	knee	34	ɲ u ¹ ŋ ɡ o ¹ l o ¹ k ũ ∼ ¹	ɲùŋgòlòkùⁿ	0	4 7 8 4 1 7 8 5 7 8 1 7 4 8	3888	AXTMBYTBYTBYLT	34.N.C 34.Y.V 34.6.T 34.N.c 34.K.C 34.U.V 34.6.T 34.L.C 34.U.V 34.6.T 34.K.C 34.Y.V 34.9.c 34.6.T	genou	1371	Tomo_Kan	NY6NKU6LU6KY96	KNEE		3697
4224	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	kúnjúgɔ́	kúnjúgɔ́	( - - - - - - - - - - - - - ) k u ⁵ n dʒ u ⁵ + ɡ ɔ ⁵ -	knee	31	k u ⁵ n dʒ u ⁵ ɡ ɔ ⁵	kúnjúgɔ́	0	1 7 8 4 1 7 8 1 7 8	3868	AXTMBYTBYT	31.K.C 31.Y.V 31.6.T 31.N.c 31.T.C 31.Y.V 31.6.T 31.K.C 31.U.V 31.6.T	genou	1371	Tiranige_Diga	KY6NTY6KU6	KNEE		3674
4225	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	kúnjúgà	kúnjúgà	( - - - - - - - - - - - - - ) k u ⁵ n dʒ u ⁵ + ɡ a ¹ -	knee	22	k u ⁵ n dʒ u ⁵ ɡ a ¹	kúnjúgà	0	1 7 8 4 1 7 8 1 7 8	3868	AXTMBYTBYT	22.K.C 22.Y.V 22.6.T 22.N.c 22.T.C 22.Y.V 22.6.T 22.K.C 22.A.V 22.6.T	genou	1371	Mombo	KY6NTY6KA6	KNEE		3674
4226	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	kùnjùgà	kùnjùgà	( - - - - - - - - - - - - - ) k u ¹ n dʒ u ¹ + ɡ a ¹ -	knee	25	k u ¹ n dʒ u ¹ ɡ a ¹	kùnjùgà	0	1 7 8 4 1 7 8 1 7 8	3868	AXTMBYTBYT	25.K.C 25.Y.V 25.6.T 25.N.c 25.T.C 25.Y.V 25.6.T 25.K.C 25.A.V 25.6.T	genou	1371	Penange	KY6NTY6KA6	KNEE		3674
4227	1.6 3.0 1.0 1.3 3.0 1.0	bùjɛ̄-ŋ̄-kùmbɛ̀	bùjɛ̄-(ŋ̄-)kùmbɛ̀	( b u ¹ j ɛ ³ + ŋ ³ - - - + ) k u ¹ m b ɛ ¹ - - - - -	knee	3	b u ¹ dʒ ɛ ³	bùjɛ̄	0	1 7 8 1 7 8	222	AXTBYT	3.P.C 3.Y.V 3.6.T 3.T.C 3.E.V 3.6.T	genou	1371	Bangime	PY6TE6	KNEE		3676
4228	2.0 1.5 1.1 1.75 0.8	howru	howru	h o w r u	knee	18	h o w r u	howru	0	3 7 6 5 7	3874	AXMBZ	18.H.C 18.U.V 18.W.c 18.R.C 18.Y.V	genou	1371	Fulfulde	HUWRY	KNEE		3682
4229	1.6 3.0 1.0 1.3 3.0 1.0	kɔ̀bɔ́	kɔ̀bɔ́	k - ɔ ¹ b ɔ ⁵	knee	21	k ɔ ¹ b ɔ ⁵	kɔ̀bɔ́	0	1 7 8 1 7 8	3877	AXTBYT	21.K.C 21.U.V 21.6.T 21.P.C 21.U.V 21.6.T	genou	1371	Jenaama	KU6PU6	KNEE		3685
4230	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	huẅiⁿɲiⁿ	huẅiⁿɲiⁿ	h u w i ∼ ɲ i ∼	knee	2	h u w i ∼ ɲ i ∼	huẅiⁿɲiⁿ	0	3 7 6 7 4 4 7 4	3867	AXBYMBYN	2.H.C 2.Y.V 2.W.C 2.I.V 2.9.c 2.N.C 2.I.V 2.9.c	genou	1371	Bambara	HYWI9NI9	KNEE		3675
4231	2.0 1.5 1.75 0.8	kɔgɔ	kɔgɔ	k ɔ ɡ ɔ -	knee	2	k ɔ b ɔ	kɔgɔ	0	1 7 1 7	3892	AXBZ	2.K.C 2.U.V 2.P.C 2.U.V	genou	1371	Bambara	KUPU	KNEE		3685
4232	1.6 3.0 1.1 1.0 1.3 3.0 1.0 1.3 3.0 1.0	xuⁿmuⁿuⁿ	xuⁿmuⁿuⁿ	x ũ ∼ + m ũ: ∼	knee	2	s e ∼ ¹ k u ⁵ r u ⁵	xuⁿmuⁿuⁿ	0	3 7 4 8 1 7 8 5 7 8	3894	AXLTBYTBYT	2.S.C 2.E.V 2.9.c 2.6.T 2.K.C 2.Y.V 2.6.T 2.R.C 2.Y.V 2.6.T	genou	1371	Bambara	SE96KY6RY6	KNEE		3703
4233	2.0 1.5 1.75 0.8	kɔbɔ	kɔbɔ	k - ɔ - b ɔ -	knee	2	k ɔ ɡ ɔ	kɔbɔ	0	1 7 1 7	3877	AXBZ	2.K.C 2.U.V 2.K.C 2.U.V	genou	1371	Bambara	KUKU	KNEE		3705
4234	2.0 1.5 1.75 0.8	kuⁿmuⁿgu	kuⁿmuⁿgu	k ũ ∼ + m ũ ∼ ɡ u -	knee	2	k ɔ b ɔ	kuⁿmuⁿgu	0	1 7 1 7	3894	AXBZ	2.K.C 2.U.V 2.P.C 2.U.V	genou	1371	Bambara	KUPU	KNEE		3685
4235	2.0 1.5 1.5 1.75 0.8	kuⁿmuⁿuⁿ	kuⁿmuⁿuⁿ	k ũ ∼ + m ũ: ∼	knee	2	k w ɔ b ɔ	kuⁿmuⁿuⁿ	0	1 6 7 1 7	3894	ACXBZ	2.K.C 2.W.C 2.U.V 2.P.C 2.U.V	genou	1371	Bambara	KWUPU	KNEE		3685
4236	2.0 1.5 1.1 1.75 1.3 1.1 1.75 0.8	kogoⁿ	kogoⁿ	k o ɡ o ∼	knee	2	k ũ ∼ m ũ ∼ ɡ u	kogoⁿ	0	1 7 4 4 7 4 1 7	3892	AXMBYMBZ	2.K.C 2.Y.V 2.9.c 2.M.C 2.Y.V 2.9.c 2.K.C 2.Y.V	genou	1371	Bambara	KY9MY9KY	KNEE		3709
4237	1.5 1.1 1.75 1.3 1.75 1.3 0.8	kɔbɔ	kɔbɔ	k - ɔ - b ɔ -	knee	2	ũ ∼ m ũ ∼ ũ ∼	kɔbɔ	1	7 4 4 7 4 7 4	3877	XMBYBYN	2.Y.V 2.9.c 2.M.C 2.Y.V 2.9.C 2.Y.V 2.9.c	genou	1371	Bambara	Y9MY9Y9	KNEE		3709
4238	1.6 3.0 1.0 1.3 3.0 1.0 1.1 1.3 3.0 1.0	kwɔbɔ	kwɔbɔ	k w ɔ - b ɔ -	knee	2	q u ⁵ r u ⁵ n ɡ o ¹	kwɔbɔ	0	1 7 8 5 7 8 4 1 7 8	3877	AXTBYTMBYT	2.K.C 2.Y.V 2.6.T 2.R.C 2.Y.V 2.6.T 2.N.c 2.K.C 2.U.V 2.6.T	genou	1371	Bambara	KY6RY6NKU6	KNEE		3703
4239	1.6 3.0 1.1 1.0 1.3 3.0 1.0 1.3 3.0 1.0	qúrúngò	qúrúngò	( - - - - ) q u ⁵ r u ⁵ ( n ɡ o ¹ )	knee	2	k ũ ∼ ⁵ b e ⁵ r e ⁵	qúrúngò	0	1 7 4 8 1 7 8 5 7 8	3903	AXLTBYTBYT	2.K.C 2.Y.V 2.9.c 2.6.T 2.P.C 2.E.V 2.6.T 2.R.C 2.E.V 2.6.T	genou	1371	Bambara	KY96PE6RE6	KNEE		3712
4240	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	kúⁿbéré	kúⁿbéré	k ũ ⁵ ∼ + b e ⁵ r e ⁵ - - - - -	knee	2	k ũ ∼ m ũ ∼ ũ ∼	kúⁿbéré	0	1 7 4 4 7 4 7 4	3904	AXMBYBYN	2.K.C 2.Y.V 2.9.c 2.M.C 2.Y.V 2.9.C 2.Y.V 2.9.c	genou	1371	Bambara	KY9MY9Y9	KNEE		3709
4241	2.0 1.5 1.75 1.3 0.8	kúⁿbérékúⁿ	kúⁿbérékúⁿ	k ũ ⁵ ∼ + b e ⁵ r e ⁵ + k ũ ⁵ ∼	knee	2	k o ɡ o ∼	kúⁿbérékúⁿ	0	1 7 1 7 4	3904	AXBYN	2.K.C 2.U.V 2.K.C 2.U.V 2.9.c	genou	1371	Bambara	KUKU9	KNEE		3705
4242	1.6 3.0 1.1 1.0 1.3 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.1 1.0	sḛ̀kúrú	sḛ̀kúrú	( s e ¹ ∼ ) k u ⁵ r u ⁵ ( - - - - )	knee	2	k ũ ∼ ⁵ b e ⁵ r e ⁵ k ũ ∼ ⁵	sḛ̀kúrú	0	1 7 4 8 1 7 8 5 7 8 1 7 4 8	3903	AXLTBYTBYTBYLT	2.K.C 2.Y.V 2.9.c 2.6.T 2.P.C 2.E.V 2.6.T 2.R.C 2.E.V 2.6.T 2.K.C 2.Y.V 2.9.c 2.6.T	genou	1371	Bambara	KY96PE6RE6KY96	KNEE		3712
4243	1.6 3.0 1.0 1.1 1.3 3.0 1.0	kànjè	kànjè	k a ¹ n dʒ e ¹	[n] knee; side; (automobile) tire	28	ɡ o ⁵ l b u ⁵	kànjè	0	1 7 8 5 1 7 8	3756	AXTMBYT	28.K.C 28.U.V 28.6.T 28.L.c 28.P.C 28.Y.V 28.6.T	genou; côté; pneu [Za kàngè] -poss (alienable): 1Sg kà.g-ê -poss (inal): 1Sg kà.g-èy	1371	Songhai_Senni	KU6LPY6	KNEE		3702
4244	1.6 3.0 1.0 1.1 1.3 3.0 1.0	gúŋgúm-éyndí	gúŋgúm-éyndí	ɡ u ⁵ ŋ ɡ u ⁵ m + e ⁵ j n d i ⁵	[tr]] bend, curve (sth); lower (head)	28	k a ¹ n dʒ e ¹	gúŋgúm-éyndí	0	1 7 8 4 1 7 8	3895	AXTMBYT	28.K.C 28.A.V 28.6.T 28.N.c 28.T.C 28.E.V 28.6.T	plier, courber; baisser (tête) [Caus < gú.gúm ].	1371	Songhai_Senni	KA6NTE6	KNEE		3691
4245	1.6 3.0 1.0 0.5 0.0 1.6 3.0 1.0 1.1 1.3 3.0 1.0	gólbú	gólbú	ɡ o ⁵ l b u ⁵	[tr] bend (e.g. metal)	28	h a ⁵ j _ k a ⁵ n dʒ e ¹	gólbú	0	3 7 8 6 9 1 7 8 4 1 7 8	3897	AXTN_AXTMBYT	28.H.C 28.A.V 28.6.T 28.J.c 28._._ 28.K.C 28.A.V 28.6.T 28.N.c 28.T.C 28.E.V 28.6.T	tordre (métal etc.) [cf. kùybì, gómbú ].	1371	Songhai_Senni	HA6J_KA6NTE6	KNEE		3691
9651	1.6 3.0 1.0 1.1 1.3 3.0 1.0	kàŋgɛ̀	kàŋgɛ̀ / -ɔ̌:	k a ¹ ŋ ɡ ɛ ¹	[n] knee	27	k a ¹ ŋ ɡ ɛ ¹	kàŋgɛ̀	0	1 7 8 4 1 7 8	3756	AXTMBYT	27.K.C 27.A.V 27.6.T 27.N.c 27.K.C 27.E.V 27.6.T	genou [related to verb káŋgíréy ; for cpds see	1371	Songhai_Kiini	KA6NKE6	KNEE		3691
#
4246	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	gùrùkú	gùrùkú	ɡ u ¹ r u ¹ k u ⁵	(sb, camel) kneel	35	ɡ u ¹ r u ¹ k u ⁵	gùrùkú	0	1 7 8 5 7 8 1 7 8	226	AXTBYTBYT	35.K.C 35.Y.V 35.6.T 35.R.C 35.Y.V 35.6.T 35.K.C 35.Y.V 35.6.T	(qn, chameau) s'agenouiller	66	Toro_Tegu	KY6RY6KY6	KNEEL		3735
4247	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 3.0 1.0	túŋgú-yú	túŋgú-yú	t u ⁵ ŋ ɡ u ⁵ + ( j u ⁵ )	(sb, camel) kneel	5	t u ⁵ ŋ ɡ u ⁵ + j u ⁵	túŋgú-yú	0	1 7 8 4 1 7 8 9 6 7 8	229	AXTMBYT_AXT	5.T.C 5.Y.V 5.6.T 5.N.c 5.K.C 5.Y.V 5.6.T 5._._ 5.J.C 5.Y.V 5.6.T	(qn, chameau) s'agenouiller	66	Ben_Tey	TY6NKY6_JY6	KNEEL		3716
4248	1.6 3.0 1.0 1.1 0.5 0.0 3.0 1.0	túŋg-í:	túŋg-í:	t u ⁵ ŋ ɡ iː ⁵ - ( - - - )	(sb, camel) kneel	4	t u ⁵ ŋ ɡ + iː ⁵	túŋg-í:	0	1 7 8 4 1 9 7 8	229	AXTLN_XT	4.T.C 4.Y.V 4.6.T 4.N.c 4.K.c 4._._ 4.I.V 4.6.T	(qn, chameau) s'agenouiller	66	Bankan_Tey	TY6NK_I6	KNEEL		3715
4249	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	túŋí-yí	túŋí-yí	t u ⁵ ŋ - i ⁵ + ( j i ⁵ )	(sb, camel) kneel	24	t u ⁵ ŋ i ⁵ + j i ⁵	túŋí-yí	0	1 7 8 4 7 8 9 6 7 8	229	AXTBYT_AXT	24.T.C 24.Y.V 24.6.T 24.N.C 24.I.V 24.6.T 24._._ 24.J.C 24.I.V 24.6.T	(qn, chameau) s'agenouiller	66	Nanga	TY6NI6_JI6	KNEEL		3716
