# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	ALIGNMENT	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES
5441	Yanda_Dom	NEW	kàndà	k a ¹ n d a ¹	4955	k a ¹ n d a ¹	1 7 8 4 1 7 8	AXTMBYT	KA6NTA6	37	37.K.C 37.A.V 37.6.T 37.N.c 37.T.C 37.A.V 37.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
5442	Yorno_So	NEW	kàná	k a ¹ n a ⁵	4955	k a ¹ - n a ⁵	1 7 8 4 7 8	AXTBYT	KA6NA6	38	38.K.C 38.A.V 38.6.T 38.N.C 38.A.V 38.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5443	Toro_So	NEW	kánnà	k a ⁵ n n a ¹	4955	k a ⁵ n n a ¹	1 7 8 4 4 7 8	AXTMBYT	KA6NNA6	35	35.K.C 35.A.V 35.6.T 35.N.c 35.N.C 35.A.V 35.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
#
5444	Ampari	NIGHT	dó:ndó	d oː ⁵ n d o ⁵	4970	d oː ⁵ n d o ⁵	1 7 8 4 1 7 8	AXTMBYT	TU6NTU6	1	1.T.C 1.U.V 1.6.T 1.N.c 1.T.C 1.U.V 1.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
5445	Bambara	NIGHT	sú	s u ⁵	4971	s u ⁵	3 7 8	AXT	SY6	2	2.S.C 2.Y.V 2.6.T	1.6 3.0 1.0	0
5446	Bangime	NIGHT	yììyè	j iː ¹ j e ¹	4972	j iː ¹ j e ¹	6 7 8 6 7 8	AXTBYT	JI6JE6	3	3.J.C 3.I.V 3.6.T 3.J.C 3.E.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5447	Bankan_Tey	NIGHT	ɲân	ɲ a ⁵¹ n	4973	ɲ a ⁵¹ n	4 7 8 4	AXTN	NA3N	4	4.N.C 4.A.V 4.3.T 4.N.c	1.6 3.0 1.0 0.5	0
5448	Ben_Tey	NIGHT	ɲárⁿù	ɲ a ⁵ r̃ ∼ u ¹	4974	ɲ a ⁵ r̃ ∼ u ¹	4 7 8 5 4 7 8	AXTMBYT	NA6R9Y6	5	5.N.C 5.A.V 5.6.T 5.R.c 5.9.C 5.Y.V 5.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
5449	Bozo_Debo	NIGHT	guu	ɡ u u	4975	ɡ u - - u	1 7 7	AXZ	KYY	6	6.K.C 6.Y.V 6.Y.V	2.0 1.5 0.8	0
5450	Bozo_Hainyaxo	NIGHT	guluu	ɡ u l u u	4975	ɡ u l u u	1 7 5 7 7	AXBYZ	KYLYY	7	7.K.C 7.Y.V 7.L.C 7.Y.V 7.Y.V	2.0 1.5 1.75 1.3 0.8	0
5451	Bozo_Korondougou_nord	NIGHT	guu	ɡ u u	4975	ɡ u - - u	1 7 7	AXZ	KYY	8	8.K.C 8.Y.V 8.Y.V	2.0 1.5 0.8	0
5452	Bozo_Korondougou_sud	NIGHT	guu	ɡ u u	4975	ɡ u - - u	1 7 7	AXZ	KYY	9	9.K.C 9.Y.V 9.Y.V	2.0 1.5 0.8	0
5453	Bozo_Kotya	NIGHT	guu	ɡ u u	4975	ɡ u - - u	1 7 7	AXZ	KYY	10	10.K.C 10.Y.V 10.Y.V	2.0 1.5 0.8	0
5454	Bozo_Pondori_nord	NIGHT	guu	ɡ u u	4975	ɡ u - - u	1 7 7	AXZ	KYY	11	11.K.C 11.Y.V 11.Y.V	2.0 1.5 0.8	0
5455	Bozo_Pondori_sud	NIGHT	wuuⁿd-na	w u ũ ∼ d + n a	4981	w u ũ ∼ d + n a	6 7 7 4 1 9 4 7	AXYLN_AX	WYY9T_NA	12	12.W.C 12.Y.V 12.Y.V 12.9.c 12.T.c 12._._ 12.N.C 12.A.V	2.0 1.5 1.3 1.1 0.8 0.0 2.0 1.5	0
5456	Bozo_Tiema_Cewe	NIGHT	guru	ɡ u r u	4975	ɡ u r - u	1 7 5 7	AXBZ	KYRY	13	13.K.C 13.Y.V 13.R.C 13.Y.V	2.0 1.5 1.75 0.8	0
5457	Bozo_Tieyaxo	NIGHT	gulu	ɡ u l u	4975	ɡ u l - u	1 7 5 7	AXBZ	KYLY	14	14.K.C 14.Y.V 14.L.C 14.Y.V	2.0 1.5 1.75 0.8	0
5458	Dogul_Dom	NIGHT	yá:gà	j aː ⁵ ɡ a ¹	4984	j aː ⁵ ɡ a ¹	6 7 8 1 7 8	AXTBYT	JA6KA6	16	16.J.C 16.A.V 16.6.T 16.K.C 16.A.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5459	Donno_So	NIGHT	yáŋà	j a ⁵ ŋ a ¹	4985	j - a ⁵ ŋ a ¹	6 7 8 4 7 8	AXTBYT	JA6NA6	17	17.J.C 17.A.V 17.6.T 17.N.C 17.A.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5460	Fulfulde	NIGHT	jemma	dʒ e m m a	4986	dʒ e m m a	1 7 4 4 7	AXMBZ	TEMMA	18	18.T.C 18.E.V 18.M.c 18.M.C 18.A.V	2.0 1.5 1.1 1.75 0.8	0
5461	Gourou	NIGHT	dà:ɣá	d aː ¹ ɣ a ⁵	4987	d aː ¹ ɣ a ⁵	1 7 8 3 7 8	AXTBYT	TA6GA6	19	19.T.C 19.A.V 19.6.T 19.G.C 19.A.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5462	Jamsay	NIGHT	dà:ɣá	d aː ¹ ɣ a ⁵	4987	d aː ¹ ɣ a ⁵	1 7 8 3 7 8	AXTBYT	TA6GA6	20	20.T.C 20.A.V 20.6.T 20.G.C 20.A.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5463	Jenaama	NIGHT	wùùtīnā	w uː ¹ t i ³ n a ³	4989	w uː ¹ t i ³ n a ³	6 7 8 1 7 8 4 7 8	AXTBYTBYT	WY6TI6NA6	21	21.W.C 21.Y.V 21.6.T 21.T.C 21.I.V 21.6.T 21.N.C 21.A.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
5464	Mombo	NIGHT	dó:	d oː ⁵	4990	d oː ⁵ - - -	1 7 8	AXT	TU6	22	22.T.C 22.U.V 22.6.T	1.6 3.0 1.0	0
5465	Najamba	NIGHT	ɲám	ɲ a ⁵ m	4991	ɲ a ⁵ m	4 7 8 4	AXTN	NA6M	23	23.N.C 23.A.V 23.6.T 23.M.c	1.6 3.0 1.0 0.5	0
5466	Nanga	NIGHT	dɛ̀:ndɛ̂	d ɛː ¹ n d ɛ ¹⁵	4970	d ɛː ¹ n d ɛ ¹⁵	1 7 8 4 1 7 8	AXTMBYT	TE6NTE2	24	24.T.C 24.E.V 24.6.T 24.N.c 24.T.C 24.E.V 24.2.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
5467	Penange	NIGHT	dógó	d o ⁵ ɡ o ⁵	4990	d o ⁵ ɡ o ⁵	1 7 8 1 7 8	AXTBYT	TU6KU6	25	25.T.C 25.U.V 25.6.T 25.K.C 25.U.V 25.6.T	1.6 3.0 1.0 1.3 3.0 1.0	1
5468	Perge_Tegu	NIGHT	dɛ̀:gɛ́	d ɛː ¹ ɡ ɛ ⁵	4987	d ɛː ¹ ɡ ɛ ⁵	1 7 8 1 7 8	AXTBYT	TE6KE6	26	26.T.C 26.E.V 26.6.T 26.K.C 26.E.V 26.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5469	Songhai_Senni	NIGHT	kígínó	k i ⁵ ɡ i ⁵ n o ⁵	4996	k i ⁵ ɡ i ⁵ n o ⁵	1 7 8 1 7 8 4 7 8	AXTBYTBYT	KI6KI6NU6	28	28.K.C 28.I.V 28.6.T 28.K.C 28.I.V 28.6.T 28.N.C 28.U.V 28.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
5470	Songhai_Kiini	NIGHT	kíyɔ̂ⁿ	k i ⁵ j ɔ̃ ∼ ⁵¹	4995	k i ⁵ j ɔ̃ ∼ ⁵¹	1 7 8 6 7 4 8	AXTBYLT	KI6JU93	27	27.K.C 27.I.V 27.6.T 27.J.C 27.U.V 27.9.c 27.3.T	1.6 3.0 1.0 1.3 3.0 1.1 1.0	0
5471	Soninke	NIGHT	wùrô	w u ¹ r o ⁵¹	4997	w u ¹ r o ⁵¹	6 7 8 5 7 8	AXTBYT	WY6RU3	29	29.W.C 29.Y.V 29.6.T 29.R.C 29.U.V 29.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5472	Tebul_Ure	NIGHT	dɛ̀ndɛ́	d ɛ ¹ n d ɛ ⁵	4970	d ɛ ¹ n d ɛ ⁵	1 7 8 4 1 7 8	AXTMBYT	TE6NTE6	30	30.T.C 30.E.V 30.6.T 30.N.c 30.T.C 30.E.V 30.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
5473	Tiranige_Diga	NIGHT	yà:gù	j aː ¹ ɡ u ¹	4984	j aː ¹ ɡ u ¹	6 7 8 1 7 8	AXTBYT	JA6KY6	31	31.J.C 31.A.V 31.6.T 31.K.C 31.Y.V 31.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5474	Togo_Kan	NIGHT	dà:gá	d aː ¹ ɡ a ⁵	4987	d aː ¹ ɡ a ⁵	1 7 8 1 7 8	AXTBYT	TA6KA6	32	32.T.C 32.A.V 32.6.T 32.K.C 32.A.V 32.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5475	Tommo_So	NIGHT	yáŋá	j a ⁵ ŋ a ⁵	4985	j - a ⁵ ŋ a ⁵	6 7 8 4 7 8	AXTBYT	JA6NA6	33	33.J.C 33.A.V 33.6.T 33.N.C 33.A.V 33.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5476	Toro_Tegu	NIGHT	yⁿà:ŋá	j ∼ aː ¹ ŋ a ⁵	4985	j ∼ aː ¹ ŋ a ⁵	6 4 7 8 4 7 8	ACYTBYT	J9A6NA6	36	36.J.C 36.9.C 36.A.V 36.6.T 36.N.C 36.A.V 36.6.T	1.6 1.2 3.0 1.0 1.3 3.0 1.0	0
5477	Yanda_Dom	NIGHT	dèndà:	d e ¹ n d aː ¹	4970	d e ¹ n d aː ¹	1 7 8 4 1 7 8	AXTMBYT	TE6NTA6	37	37.T.C 37.E.V 37.6.T 37.N.c 37.T.C 37.A.V 37.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
5478	Yorno_So	NIGHT	dìgɛ́	d i ¹ ɡ ɛ ⁵	4987	d i ¹ ɡ ɛ ⁵	1 7 8 1 7 8	AXTBYT	TI6KE6	38	38.T.C 38.I.V 38.6.T 38.K.C 38.E.V 38.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5479	Toro_So	NIGHT	dìgɛ́	d i ¹ ɡ ɛ ⁵	4987	d i ¹ ɡ ɛ ⁵	1 7 8 1 7 8	AXTBYT	TI6KE6	35	35.T.C 35.I.V 35.6.T 35.K.C 35.E.V 35.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
#
5480	Ampari	NINE	tó:wá	t oː ⁵ w a ⁵	4998	t oː ⁵ - w a ⁵	1 7 8 6 7 8	AXTBYT	TU6WA6	1	1.T.C 1.U.V 1.6.T 1.W.C 1.A.V 1.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5481	Bambara	NINE	kɔ̀nɔ̀ⁿtɔ́ⁿ	k ɔ ¹ n ɔ ∼ ¹ t ɔ̃ ∼ ⁵	4999	k ɔ ¹ n ɔ ∼ ¹ t ɔ̃ ∼ ⁵	1 7 8 4 7 4 8 1 7 4 8	AXTBYLTBYLT	KU6NU96TU96	2	2.K.C 2.U.V 2.6.T 2.N.C 2.U.V 2.9.c 2.6.T 2.T.C 2.U.V 2.9.c 2.6.T	1.6 3.0 1.0 1.3 3.0 1.1 1.0 1.3 3.0 1.1 1.0	0
5482	Bambara	NINE	kúrámáⁿ	k u ⁵ r a ⁵ m ã ∼ ⁵	5035	k u ⁵ r a ⁵ m ã ∼ ⁵	1 7 8 5 7 8 4 7 4 8	AXTBYTBYLT	KY6RA6MA96	2	2.K.C 2.Y.V 2.6.T 2.R.C 2.A.V 2.6.T 2.M.C 2.A.V 2.9.c 2.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.1 1.0	0
5483	Bangime	NINE	tɛ̀ɡɔ̀	t ɛ ¹ ɡ ɔ ¹	5000	t ɛ ¹ ɡ ɔ ¹	1 7 8 1 7 8	AXTBYT	TE6KU6	3	3.T.C 3.E.V 3.6.T 3.K.C 3.U.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5484	Bankan_Tey	NINE	tè:súm	t eː ¹ s u ⁵ m	5001	t eː ¹ s u ⁵ m	1 7 8 3 7 8 4	AXTBYTN	TE6SY6M	4	4.T.C 4.E.V 4.6.T 4.S.C 4.Y.V 4.6.T 4.M.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	0
5485	Ben_Tey	NINE	tè:sǐm	t eː ¹ s i ¹⁵ m	5001	t eː ¹ s i ¹⁵ m	1 7 8 3 7 8 4	AXTBYTN	TE6SI2M	5	5.T.C 5.E.V 5.6.T 5.S.C 5.I.V 5.2.T 5.M.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	0
5486	Bozo_Debo	NINE	kapi	k a p i	5003	k a p i - - - -	1 7 1 7	AXBZ	KAPI	6	6.K.C 6.A.V 6.P.C 6.I.V	2.0 1.5 1.75 0.8	0
5487	Bozo_Hainyaxo	NINE	kafi	k a f i	5003	k a f i - - - -	1 7 3 7	AXBZ	KABI	7	7.K.C 7.A.V 7.B.C 7.I.V	2.0 1.5 1.75 0.8	0
5488	Bozo_Korondougou_nord	NINE	kapi	k a p i	5003	k a p i - - - -	1 7 1 7	AXBZ	KAPI	8	8.K.C 8.A.V 8.P.C 8.I.V	2.0 1.5 1.75 0.8	0
5489	Bozo_Korondougou_sud	NINE	kapi	k a p i	5003	k a p i - - - -	1 7 1 7	AXBZ	KAPI	9	9.K.C 9.A.V 9.P.C 9.I.V	2.0 1.5 1.75 0.8	0
5490	Bozo_Kotya	NINE	kapi	k a p i	5003	k a p i - - - -	1 7 1 7	AXBZ	KAPI	10	10.K.C 10.A.V 10.P.C 10.I.V	2.0 1.5 1.75 0.8	0
5491	Bozo_Pondori_nord	NINE	kapi	k a p i	5003	k a p i - - - -	1 7 1 7	AXBZ	KAPI	11	11.K.C 11.A.V 11.P.C 11.I.V	2.0 1.5 1.75 0.8	0
5492	Bozo_Pondori_sud	NINE	kapi	k a p i	5003	k a p i - - - -	1 7 1 7	AXBZ	KAPI	12	12.K.C 12.A.V 12.P.C 12.I.V	2.0 1.5 1.75 0.8	0
5493	Bozo_Tiema_Cewe	NINE	kapi	k a p i	5003	k a p i - - - -	1 7 1 7	AXBZ	KAPI	13	13.K.C 13.A.V 13.P.C 13.I.V	2.0 1.5 1.75 0.8	0
5494	Bozo_Tieyaxo	NINE	kari	k a r i	5011	k a r i	1 7 5 7	AXBZ	KARI	14	14.K.C 14.A.V 14.R.C 14.I.V	2.0 1.5 1.75 0.8	0
5495	Bunoge	NINE	tó:wà	t oː ⁵ w a ¹	4998	t oː ⁵ - w a ¹	1 7 8 6 7 8	AXTBYT	TU6WA6	15	15.T.C 15.U.V 15.6.T 15.W.C 15.A.V 15.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5496	Dogul_Dom	NINE	tù:wá	t uː ¹ w a ⁵	4998	t uː ¹ - w a ⁵	1 7 8 6 7 8	AXTBYT	TY6WA6	16	16.T.C 16.Y.V 16.6.T 16.W.C 16.A.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5497	Dogul_Dom	NINE	tùùwɔ́	t uː ¹ w ɔ ⁵	4998	t uː ¹ - w ɔ ⁵	1 7 8 6 7 8	AXTBYT	TY6WU6	16	16.T.C 16.Y.V 16.6.T 16.W.C 16.U.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5498	Donno_So	NINE	tù:gɔ́	t uː ¹ ɡ ɔ ⁵	5000	t uː ¹ ɡ ɔ ⁵	1 7 8 1 7 8	AXTBYT	TY6KU6	17	17.T.C 17.Y.V 17.6.T 17.K.C 17.U.V 17.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5499	Fulfulde	NINE	jeenay	dʒ e e n a j	5015	dʒ e e n a j	1 7 7 4 7 6	AXYBYN	TEENAJ	18	18.T.C 18.E.V 18.E.V 18.N.C 18.A.V 18.J.c	2.0 1.5 1.3 1.75 1.3 0.8	0
5500	Gourou	NINE	lá:rúwà	l aː ⁵ r u ⁵ w a ¹	5016	l aː ⁵ r - u ⁵ w a ¹	5 7 8 5 7 8 6 7 8	AXTBYTBYT	LA6RY6WA6	19	19.L.C 19.A.V 19.6.T 19.R.C 19.Y.V 19.6.T 19.W.C 19.A.V 19.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
5501	Jamsay	NINE	lá:rúwà	l aː ⁵ r u ⁵ w a ¹	5016	l aː ⁵ r - u ⁵ w a ¹	5 7 8 5 7 8 6 7 8	AXTBYTBYT	LA6RY6WA6	20	20.L.C 20.A.V 20.6.T 20.R.C 20.Y.V 20.6.T 20.W.C 20.A.V 20.6.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	0
5502	Jenaama	NINE	kàpì	k a ¹ p i ¹	5003	k a - - ¹ p i ¹	1 7 8 1 7 8	AXTBYT	KA6PI6	21	21.K.C 21.A.V 21.6.T 21.P.C 21.I.V 21.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5503	Mombo	NINE	tó:wà	t oː ⁵ w a ¹	4998	t oː ⁵ - w a ¹	1 7 8 6 7 8	AXTBYT	TU6WA6	22	22.T.C 22.U.V 22.6.T 22.W.C 22.A.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5504	Najamba	NINE	twây	t w a ⁵¹ j	5020	t w a ⁵¹ j	1 6 7 8 6	ACXTN	TWA3J	23	23.T.C 23.W.C 23.A.V 23.3.T 23.J.c	1.6 1.2 3.0 1.0 0.5	0
5505	Nanga	NINE	tè:sǐ:	t eː ¹ s iː ¹⁵	5001	t eː ¹ s iː ¹⁵ -	1 7 8 3 7 8	AXTBYT	TE6SI2	24	24.T.C 24.E.V 24.6.T 24.S.C 24.I.V 24.2.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5506	Penange	NINE	tò:wà	t oː ¹ w a ¹	4998	t oː ¹ - w a ¹	1 7 8 6 7 8	AXTBYT	TU6WA6	25	25.T.C 25.U.V 25.6.T 25.W.C 25.A.V 25.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5507	Perge_Tegu	NINE	lá:rwà	l aː ⁵ r w a ¹	5016	l aː ⁵ r w a ¹ - - -	5 7 8 5 6 7 8	AXTBCYT	LA6RWA6	26	26.L.C 26.A.V 26.6.T 26.R.C 26.W.C 26.A.V 26.6.T	1.6 3.0 1.0 1.3 1.2 3.0 1.0	0
5508	Songhai_Kiini	NINE	à-fɔ́:-sí:_à-wóy	a ¹ + f ɔː + s iː ⁵ _ a ¹ + w o ⁵ j	5024	a ¹ + f ɔː + s iː ⁵ _ a ¹ + w o ⁵ j	7 8 9 3 7 9 3 7 8 9 7 8 9 6 7 8 6	XT_AX_AXT_XT_AXTN	A6_BU_SI6_A6_WU6J	27	27.A.V 27.6.T 27._._ 27.B.C 27.U.V 27._._ 27.S.C 27.I.V 27.6.T 27._._ 27.A.V 27.6.T 27._._ 27.W.C 27.U.V 27.6.T 27.J.c	3.0 1.0 0.0 1.6 3.0 0.0 1.6 3.0 1.0 0.0 3.0 1.0 0.0 1.6 3.0 1.0 0.5	0
5509	Songhai_Senni	NINE	yággâ	j a ⁵ ɡ ɡ a ⁵¹	5025	j a ⁵ ɡ ɡ a ⁵¹	6 7 8 1 1 7 8	AXTMBYT	JA6KKA3	28	28.J.C 28.A.V 28.6.T 28.K.c 28.K.C 28.A.V 28.3.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
5510	Soninke	NINE	kàbú	k a ¹ b u ⁵	5003	k a - - ¹ b u ⁵	1 7 8 1 7 8	AXTBYT	KA6PY6	29	29.K.C 29.A.V 29.6.T 29.P.C 29.Y.V 29.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5511	Tebul_Ure	NINE	gà_gárà-bà	ɡ a ¹ _ ɡ a ⁵ r a ¹ + b a ¹	5027	ɡ a ¹ _ ɡ a ⁵ r a ¹ + b a ¹	1 7 8 9 1 7 8 5 7 8 9 1 7 8	AXT_AXTBYT_AXT	KA6_KA6RA6_PA6	30	30.K.C 30.A.V 30.6.T 30._._ 30.K.C 30.A.V 30.6.T 30.R.C 30.A.V 30.6.T 30._._ 30.P.C 30.A.V 30.6.T	1.6 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	0
5512	Tiranige_Diga	NINE	tó:wá	t oː ⁵ w a ⁵	4998	t oː ⁵ - w a ⁵	1 7 8 6 7 8	AXTBYT	TU6WA6	31	31.T.C 31.U.V 31.6.T 31.W.C 31.A.V 31.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5513	Togo_Kan	NINE	tùwâ:	t u ¹ w aː ⁵¹	4998	t u ¹ - w aː ⁵¹	1 7 8 6 7 8	AXTBYT	TY6WA3	32	32.T.C 32.Y.V 32.6.T 32.W.C 32.A.V 32.3.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5514	Tommo_So	NINE	túwwɔ́	t u ⁵ w w ɔ ⁵	4998	t u ⁵ w w ɔ ⁵	1 7 8 6 6 7 8	AXTMBYT	TY6WWU6	33	33.T.C 33.Y.V 33.6.T 33.W.c 33.W.C 33.U.V 33.6.T	1.6 3.0 1.0 1.1 1.3 3.0 1.0	0
5515	Toro_Tegu	NINE	lá:rà	l aː ⁵ r a ¹	5016	l aː ⁵ r - a ¹ - - -	5 7 8 5 7 8	AXTBYT	LA6RA6	36	36.L.C 36.A.V 36.6.T 36.R.C 36.A.V 36.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5516	Yanda_Dom	NINE	twâ:	t w aː ⁵¹	5020	t w aː ⁵¹ -	1 6 7 8	ACXT	TWA3	37	37.T.C 37.W.C 37.A.V 37.3.T	1.6 1.2 3.0 1.0	0
5517	Yorno_So	NINE	tùwɔ́	t u ¹ w ɔ ⁵	4998	t u ¹ - w ɔ ⁵	1 7 8 6 7 8	AXTBYT	TY6WU6	38	38.T.C 38.Y.V 38.6.T 38.W.C 38.U.V 38.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5518	Toro_So	NINE	sɔ̂j	s ɔ ⁵¹ dʒ	5031	s ɔ ⁵¹ dʒ	3 7 8 1	AXTN	SU3T	35	35.S.C 35.U.V 35.3.T 35.T.c	1.6 3.0 1.0 0.5	0
#
5519	Bambara	NOBLE	hɔ́rɔ̰́	h ɔ ⁵ r ɔ ∼ ³	5036	h ɔ ⁵ r ɔ ∼ ³ - -	3 7 8 5 7 4 8	AXTBYLT	HU6RU96	2	2.H.C 2.U.V 2.6.T 2.R.C 2.U.V 2.9.c 2.6.T	1.6 3.0 1.0 1.3 3.0 1.1 1.0	0
5520	Bangime	NOBLE	hɔ̄ɔ̄rɔ̀	h ɔː ³ r ɔ ¹	5037	h ɔː - - - ³ r ɔ ¹	3 7 8 5 7 8	AXTBYT	HU6RU6	3	3.H.C 3.U.V 3.6.T 3.R.C 3.U.V 3.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5521	Bankan_Tey	NOBLE	dímòm	d i ⁵ m o ¹ m	5038	- - - - d i ⁵ m o ¹ m	1 7 8 4 7 8 4	AXTBYTN	TI6MU6M	4	4.T.C 4.I.V 4.6.T 4.M.C 4.U.V 4.6.T 4.M.c	1.6 3.0 1.0 1.3 3.0 1.0 0.5	0
5522	Ben_Tey	NOBLE	bà:mà-yím	b aː ¹ m a ¹ + j i ⁵ m	5039	b aː ¹ m a ¹ + j i ⁵ m	1 7 8 4 7 8 9 6 7 8 4	AXTBYT_AXTN	PA6MA6_JI6M	5	5.P.C 5.A.V 5.6.T 5.M.C 5.A.V 5.6.T 5._._ 5.J.C 5.I.V 5.6.T 5.M.c	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 0.5	0
5523	Bozo_Korondougou_nord	NOBLE	tubioⁿ	t u b i o ∼	5040	t u b i o ∼	1 7 1 7 7 4	AXBYYN	TYPIU9	8	8.T.C 8.Y.V 8.P.C 8.I.V 8.U.V 8.9.c	2.0 1.5 1.75 1.3 1.3 0.8	0
5524	Bunoge	NOBLE	hɔ́:lɔ̀	h ɔː l ɔ ¹	5041	h ɔː l ɔ ¹	3 7 5 7 8	AXBYT	HULU6	15	15.H.C 15.U.V 15.L.C 15.U.V 15.6.T	1.6 3.0 1.3 3.0 1.0	0
5525	Dogul_Dom	NOBLE	dímò	d i ⁵ m o ¹	5038	- - - - d i ⁵ m o ¹ -	1 7 8 4 7 8	AXTBYT	TI6MU6	16	16.T.C 16.I.V 16.6.T 16.M.C 16.U.V 16.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
5526	Donno_So	NOBLE	ndè_sálà	n d e ¹ _ s a ⁵ l a ¹	5043	n d e ¹ _ s a ⁵ l a ¹	4 1 7 8 9 3 7 8 5 7 8	ACYT_AXTBYT	NTE6_SA6LA6	17	17.N.C 17.T.C 17.E.V 17.6.T 17._._ 17.S.C 17.A.V 17.6.T 17.L.C 17.A.V 17.6.T	1.6 1.2 3.0 1.0 0.0 1.6 3.0 1.0 1.3 3.0 1.0	0
5527	Fulfulde	NOBLE	dimo	d i m o	5038	d i m o	1 7 4 7	AXBZ	TIMU	18	18.T.C 18.I.V 18.M.C 18.U.V	2.0 1.5 1.75 0.8	0
5528	Gourou	NOBLE	ɔ̀ɣɔ̀_în	ɔ ¹ ɣ ɔ ¹ _ i ⁵¹ n	5045	ɔ ¹ ɣ ɔ ¹ _ i - ⁵¹ n	7 8 3 7 8 9 7 8 4	XTBYT_XTN	U6GU6_I3N	19	19.U.V 19.6.T 19.G.C 19.U.V 19.6.T 19._._ 19.I.V 19.3.T 19.N.c	3.0 1.0 1.3 3.0 1.0 0.0 3.0 1.0 0.5	0
5529	Jamsay	NOBLE	ɔ̀ɣɔ̀_în	ɔ ¹ ɣ ɔ ¹ _ i ⁵¹ n	5045	ɔ ¹ ɣ ɔ ¹ _ i - ⁵¹ n	7 8 3 7 8 9 7 8 4	XTBYT_XTN	U6GU6_I3N	20	20.U.V 20.6.T 20.G.C 20.U.V 20.6.T 20._._ 20.I.V 20.3.T 20.N.c	3.0 1.0 1.3 3.0 1.0 0.0 3.0 1.0 0.5	0
5530	Jenaama	NOBLE	hɔ̄ɔ̄rɔ̄wⁿ	h ɔː ³ r ɔ ³ w̃ ∼	5036	h ɔː ³ r ɔ - ³ w̃ ∼	3 7 8 5 7 8 6 4	AXTBYTLN	HU6RU6W9	21	21.H.C 21.U.V 21.6.T 21.R.C 21.U.V 21.6.T 21.W.c 21.9.c	1.6 3.0 1.0 1.3 3.0 1.0 1.1 0.5	0
5531	Mombo	NOBLE	dímò	d i ⁵ m o ¹	5038	- - - - d i ⁵ m o ¹ -	1 7 8 4 7 8	AXTBYT	TI6MU6	22	22.T.C 22.I.V 22.6.T 22.M.C 22.U.V 22.6.T	1.6 3.0 1.0 1.3 3.0 1.0	0
