ID	WEIGHTS	FORM	VALUE	ALIGNMENT	CONCEPT_IN_SOURCE	LANGID	TOKENS	IPA	DUPLICATES	SONARS	COGID	PROSTRINGS	NUMBERS	CONCEPT_FRENCH	CONCEPTICON_ID	DOCULECT	CLASSES	CONCEPT	BORROWINGS
5909	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	yàtíímɛ̌	yàtíímɛ̌	- - - - - j a ¹ t iː ⁵ ( - ) m ɛ ¹⁵	[n] orphan	2	j a ¹ t iː ⁵ m ɛ ¹⁵	yàtíímɛ̌	0	6 7 8 1 7 8 4 7 8	5481	AXTBYTBYT	2.J.C 2.A.V 2.6.T 2.T.C 2.I.V 2.6.T 2.M.C 2.E.V 2.2.T	orphelin, enfant abandonné	1149	Bambara	JA6TI6ME2	ORPHAN	
5910	1.6 3.0 1.1 1.0	tāàⁿ	tāàⁿ	- t ã: ³¹ ∼	other	3	t ã: ∼ ³¹	tāàⁿ	0	1 7 4 8	5482	AXLT	3.T.C 3.A.V 3.9.c 3.3.T	autre	197	Bangime	TA93	OTHER	
5911	2.0 1.5 1.1 1.75 0.8	goɗɗo	goɗɗo	ɡ o ɗ: o	other	18	ɡ o ɗ ɗ o	goɗɗo	0	1 7 1 1 7	5487	AXMBZ	18.K.C 18.U.V 18.T.c 18.T.C 18.U.V	autre	197	Fulfulde	KUTTU	OTHER	
5912	1.6 3.0 1.0 1.3 3.0 1.0	tīnā	tīnā	t i ³ n a ³	other	21	t i ³ n a ³	tīnā	0	1 7 8 4 7 8	5489	AXTBYT	21.T.C 21.I.V 21.6.T 21.N.C 21.A.V 21.6.T	autre	197	Jenaama	TI6NA6	OTHER	
5913	1.6 3.0 1.0 1.3 3.0 1.0	làgú	làgú	l a ¹ ɡ u ⁵	other, (something) else	35	l a ¹ ɡ u ⁵	làgú	0	5 7 8 1 7 8	5488	AXTBYT	35.L.C 35.A.V 35.6.T 35.K.C 35.Y.V 35.6.T	autre	197	Toro_Tegu	LA6KY6	OTHER	
5914	1.6 3.0 1.0 0.0 1.6	lǎ-m	lǎ-m	- l a ¹⁵ - + m	other, (something) else	5	l a ¹⁵ + m	lǎ-m	0	5 7 8 9 4	5483	AXT_A	5.L.C 5.A.V 5.2.T 5._._ 5.M.C	autre	197	Ben_Tey	LA2_M	OTHER	
5915	1.6 1.0 1.3 3.0 1.0 0.5 0.0 1.6	ǹdǎw-m	ǹdǎw-m	n d a ¹⁵ w + m	other, (something) else	4	n ¹ d a ¹⁵ w + m	ǹdǎw-m	0	4 8 1 7 8 6 9 4	5483	ATBYTN_A	4.N.C 4.6.T 4.T.C 4.A.V 4.2.T 4.W.c 4._._ 4.M.C	autre	197	Bankan_Tey	N6TA2W_M	OTHER	
5916	1.6 3.0 1.0 1.1 1.3 3.0 1.0	bɛ̀ndí	bɛ̀ndí, bìndé	b ɛ ¹ n d i ⁵	other, (something) else	24	b ɛ ¹ n d i ⁵	bɛ̀ndí	0	1 7 8 4 1 7 8	5492	AXTMBYT	24.P.C 24.E.V 24.6.T 24.N.c 24.T.C 24.I.V 24.6.T	autre	197	Nanga	PE6NTI6	OTHER	
5917	1.6 3.0 1.0 1.3 3.0 1.0	wásà	wásà, màlá	w a ⁵ - s a ¹	other, (something) else	26	w a ⁵ s a ¹	wásà	0	6 7 8 3 7 8	5493	AXTBYT	26.W.C 26.A.V 26.6.T 26.S.C 26.A.V 26.6.T	autre	197	Perge_Tegu	WA6SA6	OTHER	
5918	1.6 3.0 1.0 1.3 3.0 1.0	pèré	pèré	p e ¹ - r e ⁵	other, (something) else	32	p e ¹ r e ⁵	pèré	0	1 7 8 5 7 8	5496	AXTBYT	32.P.C 32.E.V 32.6.T 32.R.C 32.E.V 32.6.T	autre	197	Togo_Kan	PE6RE6	OTHER	
5919	1.6 3.0 1.0 1.3 3.0 1.0	làgá	làgá, lě:	l a ¹ ɡ a ⁵	other, (something) else	37	l a ¹ ɡ a ⁵	làgá	0	5 7 8 1 7 8	5488	AXTBYT	37.L.C 37.A.V 37.6.T 37.K.C 37.A.V 37.6.T	autre	197	Yorno_So	LA6KA6	OTHER	
5920	1.6 3.0 1.0 1.3 3.0 1.0	yàgá	yàgá	j a ¹ ɡ a ⁵	other, (something) else	33	j a ¹ ɡ a ⁵	yàgá	0	6 7 8 1 7 8	5488	AXTBYT	33.J.C 33.A.V 33.6.T 33.K.C 33.A.V 33.6.T	autre	197	Tommo_So	JA6KA6	OTHER	
5921	1.6 3.0 1.0 1.3 3.0 1.0 0.5	nàgáŋ	nàgáŋ, hááŋ	n a ¹ ɡ a ⁵ + ŋ	other, (something) else	16	n a ¹ ɡ a ⁵ ŋ	nàgáŋ	0	4 7 8 1 7 8 4	5488	AXTBYTN	16.N.C 16.A.V 16.6.T 16.K.C 16.A.V 16.6.T 16.N.c	autre	197	Dogul_Dom	NA6KA6N	OTHER	
5922	1.6 3.0 1.0 1.1 1.3 3.0 1.0	wàndá	wàndá	w a ¹ n d a ⁵	other, (something) else	30	w a ¹ n d a ⁵	wàndá	0	6 7 8 4 1 7 8	5493	AXTMBYT	30.W.C 30.A.V 30.6.T 30.N.c 30.T.C 30.A.V 30.6.T	autre	197	Tebul_Ure	WA6NTA6	OTHER	
5923	1.6 3.0 1.0 1.3 3.0 1.0	wànà	wànà	w a ¹ n - a ¹	other, (something) else	36	w a ¹ n a ¹	wànà	0	6 7 8 4 7 8	5493	AXTBYT	36.W.C 36.A.V 36.6.T 36.N.C 36.A.V 36.6.T	autre	197	Yanda_Dom	WA6NA6	OTHER	
5924	3.0 1.0 1.1 1.3 3.0 1.0	àndǎ:	àndǎ:	- a ¹ n d aː ¹⁵	other, (something) else	23	a ¹ n d aː ¹⁵	àndǎ:	0	7 8 4 1 7 8	5491	XTMBYT	23.A.V 23.6.T 23.N.c 23.T.C 23.A.V 23.2.T	autre	197	Najamba	A6NTA2	OTHER	
5925	1.6 3.0 1.0 1.3 3.0 1.0	làɣá	làɣá	l a ¹ ɣ a ⁵	other, (something) else	20	l a ¹ ɣ a ⁵	làɣá	0	5 7 8 3 7 8	5488	AXTBYT	20.L.C 20.A.V 20.6.T 20.G.C 20.A.V 20.6.T	autre	197	Jamsay	LA6GA6	OTHER	
5926	1.6 3.0 1.0	tó:	tó:	t oː ⁵	other, (something) else	22	t oː ⁵	tó:	0	1 7 8	5490	AXT	22.T.C 22.U.V 22.6.T	autre	197	Mombo	TU6	OTHER	
5927	1.6 3.0 1.0	tó:	tó:	t oː ⁵	other, (something) else	31	t oː ⁵	tó:	0	1 7 8	5490	AXT	31.T.C 31.U.V 31.6.T	autre	197	Tiranige_Diga	TU6	OTHER	
5928	2.0 1.5 1.75 0.8	bɔlɔ	bɔlɔ	b ɔ l ɔ	other, (something) else	14	b ɔ l ɔ	bɔlɔ	0	1 7 5 7	5485	AXBZ	14.P.C 14.U.V 14.L.C 14.U.V	autre	197	Bozo_Tieyaxo	PULU	OTHER	
5929	1.6 3.0 1.0 1.1 1.3 3.0 1.0	jɛ̀mbɛ̀	jɛ̀mbɛ̀	j ɛ ¹ m b ɛ ¹	road, path	3	dʒ ɛ ¹ m b ɛ ¹	jɛ̀mbɛ̀	0	1 7 8 4 1 7 8	5499	AXTMBYT	3.T.C 3.E.V 3.6.T 3.M.c 3.P.C 3.E.V 3.6.T	chemin	2457	Bangime	TE6MPE6	PATH OR ROAD	
5930	2.0 1.5 1.3 1.75 1.3 0.8	laawol	laawol	l a: w o l	road, path	18	l a a w o l	laawol	0	5 7 7 6 7 5	5505	AXYBYN	18.L.C 18.A.V 18.A.V 18.W.C 18.U.V 18.L.c	chemin	2457	Fulfulde	LAAWUL	PATH OR ROAD	
5931	1.6 3.0 1.0 1.1 0.5	sèwⁿ	sèwⁿ	s e ¹ w̃ ∼	road, path	21	s e ¹ w̃ ∼	sèwⁿ	0	3 7 8 6 4	5508	AXTLN	21.S.C 21.E.V 21.6.T 21.W.c 21.9.c	chemin	2457	Jenaama	SE6W9	PATH OR ROAD	
5932	3.0 1.0 1.3 3.0 1.0	ósù	ósù	o ⁵ s u ¹ ( - - - - )	road, path	4	o ⁵ s u ¹	ósù	0	7 8 3 7 8	5500	XTBYT	4.U.V 4.6.T 4.S.C 4.Y.V 4.6.T	chemin	2457	Bankan_Tey	U6SY6	PATH OR ROAD	
5933	3.0 1.0 1.3 3.0 1.0	ósú	ósú	o ⁵ s u ⁵ ( - - - - )	road, path	26	o ⁵ s u ⁵	ósú	0	7 8 3 7 8	5500	XTBYT	26.U.V 26.6.T 26.S.C 26.Y.V 26.6.T	chemin	2457	Perge_Tegu	U6SY6	PATH OR ROAD	
5934	1.6 3.0 1.0 1.1 0.5 0.0 3.0 1.0	fónd-à:	fónd-à:	f o ⁵ n d + aː ¹	[n] road, path	28	f o ⁵ n d + aː ¹	fónd-à:	0	3 7 8 4 1 9 7 8	5514	AXTLN_XT	28.B.C 28.U.V 28.6.T 28.N.c 28.T.c 28._._ 28.A.V 28.6.T	chemin, route	2457	Songhai_Senni	BU6NT_A6	PATH OR ROAD	
5935	3.0 1.0 1.3 3.0 1.0	ósú	ósú	o ⁵ s u ⁵ ( - - - - )	road, path	35	o ⁵ s u ⁵	ósú	0	7 8 3 7 8	5500	XTBYT	35.U.V 35.6.T 35.S.C 35.Y.V 35.6.T	chemin, route	2457	Toro_Tegu	U6SY6	PATH OR ROAD	
5936	3.0 1.0 1.3 3.0 1.0	ósù	ósù	o ⁵ s u ¹ ( - - - - )	road, path	5	o ⁵ s u ¹	ósù	0	7 8 3 7 8	5500	XTBYT	5.U.V 5.6.T 5.S.C 5.Y.V 5.6.T	chemin, route	2457	Ben_Tey	U6SY6	PATH OR ROAD	
5937	3.0 1.0 1.3 3.0 1.0	ósî	ósî, òsì-bìrⁿɛ́	o ⁵ s i ⁵¹ ( - - - - )	road, path	24	o ⁵ s i ⁵¹	ósî	0	7 8 3 7 8	5500	XTBYT	24.U.V 24.6.T 24.S.C 24.I.V 24.3.T	chemin, route	2457	Nanga	U6SI3	PATH OR ROAD	
5938	3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0	òsù-ká:	òsù-ká:	o ¹ s u ¹ ( + k aː ⁵ )	road, path	19	o ¹ s u ¹ + k aː ⁵	òsù-ká:	0	7 8 3 7 8 9 1 7 8	5500	XTBYT_AXT	19.U.V 19.6.T 19.S.C 19.Y.V 19.6.T 19._._ 19.K.C 19.A.V 19.6.T	chemin, route	2457	Gourou	U6SY6_KA6	PATH OR ROAD	
5939	3.0 1.0 1.3 3.0 1.0	ójú	ójú, òjù-ká:	( - ) o ⁵ dʒ u ⁵ ( - - - )	road, path	20	o ⁵ dʒ u ⁵	ójú	0	7 8 1 7 8	5502	XTBYT	20.U.V 20.6.T 20.T.C 20.Y.V 20.6.T	chemin, route	2457	Jamsay	U6TY6	PATH OR ROAD	
5940	3.0 1.0 1.3 3.0 1.0	ójú	ójú	( - ) o ⁵ dʒ u ⁵ ( - - - )	road, path	32	o ⁵ dʒ u ⁵	ójú	0	7 8 1 7 8	5502	XTBYT	32.U.V 32.6.T 32.T.C 32.Y.V 32.6.T	chemin, route	2457	Togo_Kan	U6TY6	PATH OR ROAD	
5941	3.0 1.0 1.3 3.0 1.0	ójú	ójú, òjù-ná:	( - ) o ⁵ dʒ u ⁵ ( - - - )	road, path	37	o ⁵ dʒ u ⁵	ójú	0	7 8 1 7 8	5502	XTBYT	37.U.V 37.6.T 37.T.C 37.Y.V 37.6.T	chemin, route	2457	Yorno_So	U6TY6	PATH OR ROAD	
5942	3.0 1.0 1.3 3.0 1.0	ódú	ódú, òdù-náá, ònnáá	( - ) o ⁵ d u ⁵ ( - - - )	road, path	33	o ⁵ d u ⁵	ódú	0	7 8 1 7 8	5502	XTBYT	33.U.V 33.6.T 33.T.C 33.Y.V 33.6.T	chemin, route	2457	Tommo_So	U6TY6	PATH OR ROAD	
5943	3.0 1.0 1.3 3.0 1.0 0.5	ósùg	ósùg (ósùgù)	o ⁵ s u ¹ ( - ɡ - - )	road, path	16	o ⁵ s u ¹ ɡ	ósùg	0	7 8 3 7 8 1	5500	XTBYTN	16.U.V 16.6.T 16.S.C 16.Y.V 16.6.T 16.K.c	chemin, route	2457	Dogul_Dom	U6SY6K	PATH OR ROAD	
5944	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	òdùbá:	òdùbá:	( - ) o ¹ d u ¹ ( b aː ⁵ )	road, path	30	o ¹ d u ¹ b aː ⁵	òdùbá:	0	7 8 1 7 8 1 7 8	5502	XTBYTBYT	30.U.V 30.6.T 30.T.C 30.Y.V 30.6.T 30.P.C 30.A.V 30.6.T	chemin, route	2457	Tebul_Ure	U6TY6PA6	PATH OR ROAD	
5945	3.0 1.0 1.3 3.0 1.0	ózú	ózú	o ⁵ z u ⁵ ( - - - - )	road, path	36	o ⁵ z u ⁵	ózú	0	7 8 3 7 8	5500	XTBYT	36.U.V 36.6.T 36.S.C 36.Y.V 36.6.T	chemin, route	2457	Yanda_Dom	U6SY6	PATH OR ROAD	
5946	3.0 1.0 1.1 1.3 3.0 1.0	ùsfɔ̌:	ùsfɔ̌:	u ¹ s + f ɔː ¹⁵	road, path	23	u ¹ s f ɔː ¹⁵	ùsfɔ̌:	0	7 8 3 3 7 8	5510	XTMBYT	23.Y.V 23.6.T 23.S.c 23.B.C 23.U.V 23.2.T	chemin, route	2457	Najamba	Y6SBU2	PATH OR ROAD	
5947	3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	èjìmì	èjìmì (èjìmì gé)	e ¹ dʒ i ¹ + m i ¹	road, path	1	e ¹ dʒ i ¹ m i ¹	èjìmì	0	7 8 1 7 8 4 7 8	5497	XTBYTBYT	1.E.V 1.6.T 1.T.C 1.I.V 1.6.T 1.M.C 1.I.V 1.6.T	chemin, route	2457	Ampari	E6TI6MI6	PATH OR ROAD	
5948	1.6 3.0 1.0 1.3 3.0 1.0	ʔòjì	ʔòjì	( ʔ ) o ¹ dʒ i ¹ ( - - - )	road, path	15	ʔ o ¹ dʒ i ¹	ʔòjì	0	1 7 8 1 7 8	5502	AXTBYT	15.H.C 15.U.V 15.6.T 15.T.C 15.I.V 15.6.T	chemin, route	2457	Bunoge	HU6TI6	PATH OR ROAD	
5949	3.0 1.0 1.3 3.0 1.0	ódù	ódù	( - ) o ⁵ d u ¹ ( - - - )	road, path	17	o ⁵ d u ¹	ódù	0	7 8 1 7 8	5502	XTBYT	17.U.V 17.6.T 17.T.C 17.Y.V 17.6.T	chemin, route	2457	Donno_So	U6TY6	PATH OR ROAD	
5950	3.0 1.0 1.3 3.0 1.0	òjì	òjì	( - ) o ¹ dʒ i ¹ ( - - - )	road, path	31	o ¹ dʒ i ¹	òjì	0	7 8 1 7 8	5502	XTBYT	31.U.V 31.6.T 31.T.C 31.I.V 31.6.T	chemin, route	2457	Tiranige_Diga	U6TI6	PATH OR ROAD	
5951	3.0 1.0 1.3 3.0 1.0	ójí	ójí	( - ) o ⁵ dʒ i ⁵ ( - - - )	road, path	22	o ⁵ dʒ i ⁵	ójí	0	7 8 1 7 8	5502	XTBYT	22.U.V 22.6.T 22.T.C 22.I.V 22.6.T	chemin, route	2457	Mombo	U6TI6	PATH OR ROAD	
5952	3.0 1.0 1.3 3.0 1.0	òjù	òjù (y-)	( - ) o ¹ dʒ u ¹ ( - - - )	road, path	25	o ¹ dʒ u ¹	òjù	0	7 8 1 7 8	5502	XTBYT	25.U.V 25.6.T 25.T.C 25.Y.V 25.6.T	chemin, route	2457	Penange	U6TY6	PATH OR ROAD	
5953	1.6 3.0 1.0 1.3 3.0 1.0	sírá	sírá	s i ⁵ r a ⁵	road, path	2	s i ⁵ r a ⁵	sírá	1	3 7 8 5 7 8	5498	AXTBYT	2.S.C 2.I.V 2.6.T 2.R.C 2.A.V 2.6.T	route, chemin, passage, voie	2457	Bambara	SI6RA6	PATH OR ROAD	
5954	1.6 3.0 1.0 1.1 0.5 0.0 3.0 1.0	bènd-ò	bènd-ò	b e ¹ n d + o ¹	[n inal] penis	28	b e ¹ n d + o ¹	bènd-ò	0	1 7 8 4 1 9 7 8	5529	AXTLN_XT	28.P.C 28.E.V 28.6.T 28.N.c 28.T.c 28._._ 28.U.V 28.6.T	membre viril, sexe de l’homme [common in insults; TSK béndè] [SYN:zòfól-ò ] -poss (inal): 1Sg bènd-èy, 3Sg bènd-ò , 3FullSg .ángá bènd-ô -ex of insult: bà:b-à.­bénd-ò your father’s prick!	1222	Songhai_Senni	PE6NT_U6	PENIS	
5955	1.6 3.0 1.0 1.3 3.0 1.0 0.5 0.0 3.0 1.0	zòfól-ò	zòfól-ò	z o ¹ f o ⁵ l + o ¹	[n] penis	28	z o ¹ f o ⁵ l + o ¹	zòfól-ò	0	3 7 8 3 7 8 5 9 7 8	5537	AXTBYTN_XT	28.S.C 28.U.V 28.6.T 28.B.C 28.U.V 28.6.T 28.L.c 28._._ 28.U.V 28.6.T	membre viril, sexe de l’homme [more common synonym bènd-ò ].	1222	Songhai_Senni	SU6BU6L_U6	PENIS	
5956	2.0 1.5 1.1 1.75 0.8	sɛⁿbo	sɛⁿbo	s ɛ̃ ∼ b o	[n] penis	6	s ɛ̃ ∼ b o	sɛⁿbo	0	3 7 4 1 7	5518	AXMBZ	6.S.C 6.E.V 6.9.c 6.P.C 6.U.V	menton	1222	Bozo_Debo	SE9PU	PENIS	
5957	3.0 1.0 1.3 3.0 1.0	ɛ́sú	ɛ́sú	ɛ ⁵ s u ⁵	penis	35	ɛ ⁵ s u ⁵	ɛ́sú	0	7 8 3 7 8	5534	XTBYT	35.E.V 35.6.T 35.S.C 35.Y.V 35.6.T	pénis, sexe de l'homme	1222	Toro_Tegu	E6SY6	PENIS	
5958	1.6 3.0 1.0 1.3 3.0 1.0	dɔ́rɔ̀	dɔ́rɔ̀	d ɔ ⁵ r ɔ ¹	penis	5	d ɔ ⁵ r ɔ ¹	dɔ́rɔ̀	0	1 7 8 5 7 8	5517	AXTBYT	5.T.C 5.U.V 5.6.T 5.R.C 5.U.V 5.6.T	pénis, sexe de l'homme	1222	Ben_Tey	TU6RU6	PENIS	
5959	1.6 3.0 1.0 1.1 1.3 3.0 1.0	dɛ̀rⁿí	dɛ̀rⁿí	d ɛ ¹ r̃ ∼ i ⁵	penis	24	d ɛ ¹ r̃ ∼ i ⁵	dɛ̀rⁿí	0	1 7 8 5 4 7 8	5526	AXTMBYT	24.T.C 24.E.V 24.6.T 24.R.c 24.9.C 24.I.V 24.6.T	pénis, sexe de l'homme	1222	Nanga	TE6R9I6	PENIS	
5960	1.6 3.0 1.0 1.3 3.0 1.0	dɔ́rɔ́	dɔ́rɔ́	d ɔ ⁵ r ɔ ⁵	penis	26	d ɔ ⁵ r ɔ ⁵	dɔ́rɔ́	0	1 7 8 5 7 8	5517	AXTBYT	26.T.C 26.U.V 26.6.T 26.R.C 26.U.V 26.6.T	pénis, sexe de l'homme	1222	Perge_Tegu	TU6RU6	PENIS	
5961	1.6 3.0 1.0 1.3 3.0 1.0	tɛ́rɛ́	tɛ́rɛ́	t ɛ ⁵ r ɛ ⁵	penis	19	t ɛ ⁵ r ɛ ⁵	tɛ́rɛ́	0	1 7 8 5 7 8	5517	AXTBYT	19.T.C 19.E.V 19.6.T 19.R.C 19.E.V 19.6.T	pénis, sexe de l'homme	1222	Gourou	TE6RE6	PENIS	
5962	1.6 3.0 1.0 1.1 1.3 3.0 1.0 0.0 1.6 1.0	dúmmù-ŋ̀	dúmmù-ŋ̀ (pl dúmmùⁿ yà:)	d u ⁵ m m u ¹ + ŋ ¹	penis	16	d u ⁵ m m u ¹ + ŋ ¹	dúmmù-ŋ̀	1	1 7 8 4 4 7 8 9 4 8	5519	AXTMBYT_AT	16.T.C 16.Y.V 16.6.T 16.M.c 16.M.C 16.Y.V 16.6.T 16._._ 16.N.C 16.6.T	pénis, sexe de l'homme	1222	Dogul_Dom	TY6MMY6_N6	PENIS	
5963	1.6 3.0 1.0	dɛ̀:	dɛ̀:	d ɛː ¹ !-	penis	36	d ɛː ¹	dɛ̀:	0	1 7 8	5516	AXT	36.T.C 36.E.V 36.6.T	pénis, sexe de l'homme	1222	Yanda_Dom	TE6	PENIS	
5964	1.6 3.0 1.0 1.3 3.0 1.0	jógú	jógú	dʒ o ⁵ ɡ u ⁵	penis	23	dʒ o ⁵ ɡ u ⁵	jógú	0	1 7 8 1 7 8	5525	AXTBYT	23.T.C 23.U.V 23.6.T 23.K.C 23.Y.V 23.6.T	pénis, sexe de l'homme	1222	Najamba	TU6KY6	PENIS	
5965	1.6 3.0 1.0 1.3 3.0 1.0	tɛ̀rɛ́	tɛ̀rɛ́, àrⁿá	t ɛ ¹ r ɛ ⁵	penis	20	t ɛ ¹ r ɛ ⁵	tɛ̀rɛ́	0	1 7 8 5 7 8	5517	AXTBYT	20.T.C 20.E.V 20.6.T 20.R.C 20.E.V 20.6.T	pénis, sexe de l'homme	1222	Jamsay	TE6RE6	PENIS	
5966	1.6 3.0 1.0 1.3 3.0 1.0	dɔ̀lɔ́	dɔ̀lɔ́, cɛ́rɛ́	d ɔ ¹ l ɔ ⁵	penis	34	d ɔ ¹ l ɔ ⁵	dɔ̀lɔ́	0	1 7 8 5 7 8	5517	AXTBYT	34.T.C 34.U.V 34.6.T 34.L.C 34.U.V 34.6.T	pénis, sexe de l'homme	1222	Tomo_Kan	TU6LU6	PENIS	
5967	1.6 3.0 1.0 1.3 3.0 1.0	yó:lé	yó:lé	j oː ⁵ l e ⁵	penis	22	j oː ⁵ l e ⁵	yó:lé	0	6 7 8 5 7 8	5524	AXTBYT	22.J.C 22.U.V 22.6.T 22.L.C 22.E.V 22.6.T	pénis, sexe de l'homme	1222	Mombo	JU6LE6	PENIS	
5968	1.6 3.0 1.0 1.3 3.0 1.0 0.5	bòlòm	bòlòm	b o ¹ l o ¹ m	penis	25	b o ¹ l o ¹ m	bòlòm	0	1 7 8 5 7 8 4	5527	AXTBYTN	25.P.C 25.U.V 25.6.T 25.L.C 25.U.V 25.6.T 25.M.c	pénis, sexe de l'homme	1222	Penange	PU6LU6M	PENIS	
5969	1.6 3.0 1.0 1.1 1.3 3.0 1.0 1.3 3.0 1.0	jómbórò	jómbórò	j o ⁵ m b o ⁵ r o ¹	penis	3	dʒ o ⁵ m b o ⁵ r o ¹	jómbórò	0	1 7 8 4 1 7 8 5 7 8	5515	AXTMBYTBYT	3.T.C 3.U.V 3.6.T 3.M.c 3.P.C 3.U.V 3.6.T 3.R.C 3.U.V 3.6.T	sexe de l'homme	1222	Bangime	TU6MPU6RU6	PENIS	
5970	2.0 1.5 1.1 1.75 1.3 1.75 0.8	hallere	hallere	h a l: e r e	penis	18	h a l l e r e	hallere	0	3 7 5 5 7 5 7	5520	AXMBYBZ	18.H.C 18.A.V 18.L.c 18.L.C 18.E.V 18.R.C 18.E.V	sexe de l'homme	1222	Fulfulde	HALLERE	PENIS	
5971	1.6 3.0 1.0 1.3 3.0 1.0 0.0 1.6 3.0 1.0 1.1 0.5	tùwɔ̀-lɛ̄wⁿ	tùwɔ̀-lɛ̄wⁿ	t u ¹ w ɔ ¹ + l ɛ ³ w̃ ∼	penis	21	t u ¹ w ɔ ¹ + l ɛ ³ w̃ ∼	tùwɔ̀-lɛ̄wⁿ	0	1 7 8 6 7 8 9 5 7 8 6 4	5523	AXTBYT_AXTLN	21.T.C 21.Y.V 21.6.T 21.W.C 21.U.V 21.6.T 21._._ 21.L.C 21.E.V 21.6.T 21.W.c 21.9.c	sexe de l'homme	1222	Jenaama	TY6WU6_LE6W9	PENIS	
5972	1.6 3.0 1.0 0.5	děn	děn	d e ¹⁵ n	penis	4	d e ¹⁵ n	děn	0	1 7 8 4	5516	AXTN	4.T.C 4.E.V 4.2.T 4.N.c	sexe de l'homme	1222	Bankan_Tey	TE2N	PENIS	
5973	1.6 3.0 1.0 1.3 3.0 1.0	dɛ̀gɛ́	dɛ̀gɛ́	d ɛ ¹ ɡ ɛ ⁵	penis	30	d ɛ ¹ ɡ ɛ ⁵	dɛ̀gɛ́	0	1 7 8 1 7 8	5525	AXTBYT	30.T.C 30.E.V 30.6.T 30.K.C 30.E.V 30.6.T	sexe de l'homme	1222	Tebul_Ure	TE6KE6	PENIS	
5974	1.6 3.0 1.0 1.3 3.0 1.0	tɛ́rɛ́	tɛ́rɛ́	t ɛ ⁵ r ɛ ⁵	penis	32	t ɛ ⁵ r ɛ ⁵	tɛ́rɛ́	0	1 7 8 5 7 8	5517	AXTBYT	32.T.C 32.E.V 32.6.T 32.R.C 32.E.V 32.6.T	sexe de l'homme	1222	Togo_Kan	TE6RE6	PENIS	
5975	1.6 3.0 1.0 1.3 3.0 1.0	tɛ́rɛ́	tɛ́rɛ́	t ɛ ⁵ r ɛ ⁵	penis	33	t ɛ ⁵ r ɛ ⁵	tɛ́rɛ́	0	1 7 8 5 7 8	5517	AXTBYT	33.T.C 33.E.V 33.6.T 33.R.C 33.E.V 33.6.T	sexe de l'homme	1222	Tommo_So	TE6RE6	PENIS	
5976	1.6 3.0 1.0 1.3 3.0 1.0	tɛ́rɛ́	tɛ́rɛ́	t ɛ ⁵ r ɛ ⁵	penis	37	t ɛ ⁵ r ɛ ⁵	tɛ́rɛ́	0	1 7 8 5 7 8	5517	AXTBYT	37.T.C 37.E.V 37.6.T 37.R.C 37.E.V 37.6.T	sexe de l'homme	1222	Yorno_So	TE6RE6	PENIS	
5977	1.6 3.0 1.0 0.5 0.0 3.0 1.0	mù:l-íyà	mù:l-íyà	m uː ¹ l + i ⁵ j a ¹	[n] beautiful thing or person	28	b o ¹ r + o ¹	mù:l-íyà	0	1 7 8 5 9 7 8	5554	AXTN_XT	28.P.C 28.U.V 28.6.T 28.R.c 28._._ 28.U.V 28.6.T	chose ou personne jolie [DIMIN in form].	683	Songhai_Senni	PU6R_U6	PERSON	
5978	1.6 3.0 1.0 1.3 3.0 1.0	mɔ̀gɔ́	mɔ̀gɔ́	m ɔ ¹ ɡ ɔ ⁵	[n] beautiful thing or person	2	m ɔ ¹ ɡ ɔ ⁵	mɔ̀gɔ́	0	4 7 8 1 7 8	5539	AXTBYT	2.M.C 2.U.V 2.6.T 2.K.C 2.U.V 2.6.T	être humain, homme, personne	683	Bambara	MU6KU6	PERSON	
5979	1.6 3.0 1.0 1.3 3.0 1.0	sèrê	sèrê	s e ¹ r e ⁵¹	[n] beautiful thing or person	29	s e ¹ r e ⁵¹	sèrê	0	3 7 8 5 7 8	5555	AXTBYT	29.S.C 29.E.V 29.6.T 29.R.C 29.E.V 29.3.T	être humain, personne	683	Soninke	SE6RE3	PERSON	
5980	1.6 3.0 1.0 1.3 3.0 1.0	jìbɛ̀	jìbɛ̀	j i ¹ b ɛ ¹	person	3	dʒ i ¹ b ɛ ¹	jìbɛ̀	0	1 7 8 1 7 8	5540	AXTBYT	3.T.C 3.I.V 3.6.T 3.P.C 3.E.V 3.6.T	personne	683	Bangime	TI6PE6	PERSON	
5981	1.6 3.0 1.0 1.3 3.0 1.0	ɲīmī	ɲīmī	ɲ i ³ ( - ) m i ³	person	21	ɲ i ³ m i ³	ɲīmī	0	4 7 8 4 7 8	452	AXTBYT	21.N.C 21.I.V 21.6.T 21.M.C 21.I.V 21.6.T	personne	683	Jenaama	NI6MI6	PERSON	
5982	2.0 1.5 1.1 1.75 0.8	neɗɗo	neɗɗo	n e ɗ: o	person	18	n e ɗ ɗ o	neɗɗo	0	4 7 1 1 7	5545	AXMBZ	18.N.C 18.E.V 18.T.c 18.T.C 18.U.V	personne	683	Fulfulde	NETTU	PERSON	
