ID	CONCEPT	CONCEPT_FRENCH	DOCULECT	DOCULECT_NAME_IN_SOURCE	VALUE	FORM	SEGMENTS	CONCEPT_ABBREVIATED	CONCEPT_FRENCH_ABBREVIATED	SEMANTIC_FIELD	SEMANTIC_FIELD_FRENCH	CONCEPTICON_ID	CONCEPTICON_GLOSS	IPA	ALIGNMENT
10535	marrow	moelle	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	búsâm	búsâm	b u ⁵ s a ⁵¹ m	marrow	moelle	part (animal).marrow	partie (animal).moelle	1835	MARROW	bu⁵sa⁵¹m	b u ⁵ s a ⁵¹ + m - -
10549	marrow	moelle	Tiranige_Boui	Tiranige (Boui, JH)	nó:ndí	nó:ndí	n oː ⁵ n d i ⁵	marrow	moelle	part (animal).marrow	partie (animal).moelle	1835	MARROW	noː⁵ndi⁵	n oː ⁵ nd i ⁵
10550	marrow	moelle	Mombo_Songho	Mombo (Songho, KP)	bùzé	bùzé	b u ¹ z e ⁵	marrow	moelle	part (animal).marrow	partie (animal).moelle	1835	MARROW	bu¹ze⁵	b u ¹ z e ⁵
10552	marrow	moelle	Penange_Pinia	Penange (Pinia)	nù:	nù:	n uː ¹	marrow	moelle	part (animal).marrow	partie (animal).moelle	1835	MARROW	nuː¹	n uː ¹ 
#															
35592	mat	natte	Donno_So	Donno So	yɛ̀ŋɛ́	yɛ̀ŋɛ́	j ɛ ¹ ŋ ɛ ⁵	mat	natte	mat.mat	natte.natte	195	MAT	jɛ¹ŋɛ⁵	j ɛ ¹ ŋ ɛ ⁵
35593	mat	natte	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	kàrá	kàrá	k a ¹ r a ⁵	mat	natte	mat.mat	natte.natte	195	MAT	ka¹ra⁵	k a ¹ r a ⁵
35605	mat	natte	Tiranige_Boui	Tiranige (Boui, JH)	bí:-ŋgó (Ningo), bì: (Boui)	bí:-ŋgó	b iː ⁵ + ŋ ɡ o ⁵	mat	natte	mat.mat	natte.natte	195	MAT	biː⁵+ŋɡo⁵	b iː ⁵ ŋɡ o ⁵
35606	mat	natte	Mombo_Songho	Mombo (Songho, KP)	kágà	kágà	k a ⁵ ɡ a ¹	mat	natte	mat.mat	natte.natte	195	MAT	ka⁵ɡa¹	k a ⁵ ɡ a ¹
35608	mat	natte	Penange_Pinia	Penange (Pinia)	bí:ŋgò	bí:ŋgò	b iː ⁵ ŋ ɡ o ¹	mat	natte	mat.mat	natte.natte	195	MAT	biː⁵ŋɡo¹	b iː ⁵ ŋɡ o ¹
#															
19628	meal (cooked)	repas (cuit)	Donno_So	Donno So	ɲǎ:	ɲǎ:	ɲ aː ¹⁵	meal	repas	food.food/meal	aliment.nourriture/repas	1526	MEAL	ɲaː¹⁵	ɲ aː ¹⁵ 
19629	meal (cooked)	repas (cuit)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ɲǎ:	ɲǎ:	ɲ aː ¹⁵	meal	repas	food.food/meal	aliment.nourriture/repas	1526	MEAL	ɲaː¹⁵	ɲ aː ¹⁵ 
19642	meal (cooked)	repas (cuit)	Tiranige_Boui	Tiranige (Boui, JH)	ɲà:ŋgè	ɲà:ŋgè	ɲ aː ¹ ŋ ɡ e ¹	meal	repas	food.food/meal	aliment.nourriture/repas	1526	MEAL	ɲaː¹ŋɡe¹	ɲ a: ¹ ŋ ɡ e ¹
19643	meal (cooked)	repas (cuit)	Mombo_Songho	Mombo (Songho, KP)	ɲâ:	ɲâ:	ɲ aː ⁵¹	meal	repas	food.food/meal	aliment.nourriture/repas	1526	MEAL	ɲaː⁵¹	ɲ aː ⁵¹ 
19645	meal (cooked)	repas (cuit)	Penange_Pinia	Penange (Pinia)	ɲà:	ɲà:	ɲ aː ¹	meal	repas	food.food/meal	aliment.nourriture/repas	1526	MEAL	ɲaː¹	ɲ aː ¹ 
#															
20551	meat	viande	Donno_So	Donno So	nàmá	nàmá	n a ¹ m a ⁵	meat	viande	food.meat	aliment.viande	634	MEAT	na¹ma⁵	n a ¹ m a ⁵
20552	meat	viande	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	nɔ̀wⁿɔ́	nɔ̀wⁿɔ́	n ɔ ¹ w̃ ∼ ɔ ⁵	meat	viande	food.meat	aliment.viande	634	MEAT	nɔ¹w̃∼ɔ⁵	n ɔ ¹ w̃∼ ɔ ⁵
20567	meat	viande	Tiranige_Boui	Tiranige (Boui, JH)	námá	námá	n a ⁵ m a ⁵	meat	viande	food.meat	aliment.viande	634	MEAT	na⁵ma⁵	n a ⁵ m a ⁵
20568	meat	viande	Mombo_Songho	Mombo (Songho, KP)	námà	námà	n a ⁵ m a ¹	meat	viande	food.meat	aliment.viande	634	MEAT	na⁵ma¹	n a ⁵ m a ¹
20571	meat	viande	Penange_Pinia	Penange (Pinia)	nàmà	nàmà	n a ¹ m a ¹	meat	viande	food.meat	aliment.viande	634	MEAT	na¹ma¹	n a ¹ m a ¹
#															
59793	medication, remedy	médicament, remède	Donno_So	Donno So	nǒ:	nǒ:	n oː ¹⁵	medicine, remedy	remède, médicament	medicine.remedy	médecine.remède	1372	MEDICINE	noː¹⁵	n oː ¹⁵ -
59794	medication, remedy	médicament, remède	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	lǒy	lǒy	l o ¹⁵ j	medicine, remedy	remède, médicament	medicine.remedy	médecine.remède	1372	MEDICINE	lo¹⁵j	l o ¹⁵ j
59805	medication, remedy	médicament, remède	Tiranige_Boui	Tiranige (Boui, JH)	sàppà:rɛ́	sàppà:rɛ́	s a ¹ p p aː ¹ r ɛ ⁵	medicine, remedy	remède, médicament	medicine.remedy	médecine.remède	1372	MEDICINE	sa¹ppaː¹rɛ⁵	s a ¹ p: aː ¹ + r ɛ ⁵
59806	medication, remedy	médicament, remède	Mombo_Songho	Mombo (Songho, KP)	jóŋgù	jóŋgù	j o ⁵ ŋ ɡ u ¹	medicine, remedy	remède, médicament	medicine.remedy	médecine.remède	1372	MEDICINE	jo⁵ŋɡu¹	- - - j o ⁵ + ŋɡ u ¹
59808	medication, remedy	médicament, remède	Penange_Pinia	Penange (Pinia)	ílé:ŋgé (y-)	ílé:ŋgé	i ⁵ l eː ⁵ ŋ ɡ e ⁵	medicine, remedy	remède, médicament	medicine.remedy	médecine.remède	1372	MEDICINE	i⁵leː⁵ŋɡe⁵	- i ⁵ l eː ⁵ + ŋɡ e ⁵
#															+
18058	milk	lait	Donno_So	Donno So	írù	írù	i ⁵ r u ¹	milk	lait	milk.milk	lait.lait	635	MILK	i⁵ru¹	- i ⁵ r u ¹
18059	milk	lait	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ɛ̂m	ɛ̂m	ɛ ¹⁵ m	milk	lait	milk.milk	lait.lait	635	MILK	ɛ¹⁵m	- ɛ ¹⁵ m - -
18074	milk	lait	Tiranige_Boui	Tiranige (Boui, JH)	ɛ̀mɛ̀ŋgè	ɛ̀mɛ̀ŋgè	ɛ ¹ m ɛ ¹ ŋ ɡ e ¹	milk	lait	milk.milk	lait.lait	635	MILK	ɛ¹mɛ¹ŋɡe¹	- ɛ ¹ m ɛ ¹ ŋ ɡ e ¹
18075	milk	lait	Mombo_Songho	Mombo (Songho, KP)	ɛ́mɛ́	ɛ́mɛ́	ɛ ⁵ m ɛ ⁵	milk	lait	milk.milk	lait.lait	635	MILK	ɛ⁵mɛ⁵	- ɛ ⁵ m ɛ ⁵
18077	milk	lait	Penange_Pinia	Penange (Pinia)	ɛ́mɛ́:-ŋgé (ɲ-)	ɛ́mɛ́:-ŋgé	ɛ ⁵ m ɛː ⁵ + ŋ ɡ e ⁵	milk	lait	milk.milk	lait.lait	635	MILK	ɛ⁵mɛː⁵+ŋɡe⁵	- ɛ ⁵ m ɛː ⁵ + ŋɡ e ⁵
#															
18169	milk (verb), draw milk from (cow, goat)	traire (vache, chèvre)	Donno_So	Donno So	émè	émè	e ⁵ m e ¹	draw milk	traire	milk.draw milk	lait.traire	93	DRAW MILK	e⁵me¹	- e ⁵ m e ¹
18170	milk (verb), draw milk from (cow, goat)	traire (vache, chèvre)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ɛ́wⁿɛ́	ɛ́wⁿɛ́	ɛ ⁵ w̃ ∼ ɛ ⁵	draw milk	traire	milk.draw milk	lait.traire	93	DRAW MILK	ɛ⁵w̃∼ɛ⁵	- ɛ ⁵ w̃∼ ɛ ⁵
18184	milk (verb), draw milk from (cow, goat)	traire (vache, chèvre)	Tiranige_Boui	Tiranige (Boui, JH)	ɛ́mɔ́	ɛ́mɔ́	ɛ ⁵ m ɔ ⁵	draw milk	traire	milk.draw milk	lait.traire	93	DRAW MILK	ɛ⁵mɔ⁵	- ɛ ⁵ m ɔ ⁵
18185	milk (verb), draw milk from (cow, goat)	traire (vache, chèvre)	Mombo_Songho	Mombo (Songho, KP)	nà: péjé	nà:_péjé	n aː ¹ _ p e ⁵ j e ⁵	draw milk	traire	milk.draw milk	lait.traire	93	DRAW MILK	naː¹_pe⁵je⁵	n aː ¹ p e ⁵ + j e ⁵
18187	milk (verb), draw milk from (cow, goat)	traire (vache, chèvre)	Penange_Pinia	Penange (Pinia)	pɛ́njɛ́	pɛ́njɛ́	p ɛ ⁵ n j ɛ ⁵	draw milk	traire	milk.draw milk	lait.traire	93	DRAW MILK	pɛ⁵njɛ⁵	p ɛ ⁵ nj ɛ ⁵
#															
25690	millet	mil	Donno_So	Donno So	yû:	yû:	j uː ⁵¹	millet	mil	plant (cultivated).grain crop	plante (cultivée).céréale cultivée	931	MILLET	juː⁵¹	j uː ⁵¹ 
25691	millet	mil	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ɲú:	ɲú:	ɲ uː ⁵	millet	mil	plant (cultivated).grain crop	plante (cultivée).céréale cultivée	931	MILLET	ɲuː⁵	ɲ uː ⁵ 
25706	millet	mil	Tiranige_Boui	Tiranige (Boui, JH)	yò:gè	yò:gè	j oː ¹ ɡ e ¹	millet	mil	plant (cultivated).grain crop	plante (cultivée).céréale cultivée	931	MILLET	joː¹ɡe¹	j oː ¹ ɡ e ¹
25707	millet	mil	Mombo_Songho	Mombo (Songho, KP)	sé:ŋgè	sé:ŋgè	s eː ⁵ ŋ ɡ e ¹	millet	mil	plant (cultivated).grain crop	plante (cultivée).céréale cultivée	931	MILLET	seː⁵ŋɡe¹	s eː ⁵ ŋɡ e ¹
25709	millet	mil	Penange_Pinia	Penange (Pinia)	sè:ŋgè	sè:ŋgè	s eː ¹ ŋ ɡ e ¹	millet	mil	plant (cultivated).grain crop	plante (cultivée).céréale cultivée	931	MILLET	seː¹ŋɡe¹	s eː ¹ ŋɡ e ¹
#															
68467	money, currency, cash	argent, devises	Donno_So	Donno So	kɛ̀:lɛ́, bú:dù	kɛ̀:lɛ́	k ɛː ¹ l ɛ ⁵	money, currency, cash	argent, devises	money.currency	argent.devises	1559	MONEY	kɛː¹lɛ⁵	k ɛː ¹ l ɛ ⁵
68468	money, currency, cash	argent, devises	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	bú:dù, ká:lísì, ká:lísù	bú:dù	b uː ⁵ d u ¹	money, currency, cash	argent, devises	money.currency	argent.devises	1559	MONEY	buː⁵du¹	b uː ⁵ d u ¹
68479	money, currency, cash	argent, devises	Tiranige_Boui	Tiranige (Boui, JH)	cɛ́lɛ́ŋgɛ́, kɛ́lɛ́-ŋgé	cɛ́lɛ́ŋgɛ́	tʃ ɛ ⁵ l ɛ ⁵ ŋ ɡ ɛ ⁵	money, currency, cash	argent, devises	money.currency	argent.devises	1559	MONEY	tʃɛ⁵lɛ⁵ŋɡɛ⁵	tʃ ɛ ⁵ l ɛ ⁵ + ŋɡ ɛ ⁵
68480	money, currency, cash	argent, devises	Mombo_Songho	Mombo (Songho, KP)	bú:rù	bú:rù	b uː ⁵ r u ¹	money, currency, cash	argent, devises	money.currency	argent.devises	1559	MONEY	buː⁵ru¹	b uː ⁵ r u ¹
68482	money, currency, cash	argent, devises	Penange_Pinia	Penange (Pinia)	wálé	wálé	w a ⁵ l e ⁵	money, currency, cash	argent, devises	money.currency	argent.devises	1559	MONEY	wa⁵le⁵	w a ⁵ l e ⁵
#															
43866	month	mois	Donno_So	Donno So	ùgɔ́	ùgɔ́	u ¹ ɡ ɔ ⁵	month	mois	time.month	temps.mois	1370	MONTH	u¹ɡɔ⁵	- u ¹ ɡ ɔ ⁵
43867	month	mois	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ɛ̌:	ɛ̌:	ɛː ¹⁵	month	mois	time.month	temps.mois	1370	MONTH	ɛː¹⁵	- ɛː ¹⁵ 
43878	month	mois	Tiranige_Boui	Tiranige (Boui, JH)	éŋání	éŋání	e ⁵ ŋ a ⁵ n i ⁵	month	mois	time.month	temps.mois	1370	MONTH	e⁵ŋa⁵ni⁵	- e ⁵ ŋ a ⁵ + n i ⁵
43879	month	mois	Mombo_Songho	Mombo (Songho, KP)	wɛ̂:	wɛ̂:	w ɛː ⁵¹	month	mois	time.month	temps.mois	1370	MONTH	wɛː⁵¹	w ɛː ⁵¹ 
43880	month	mois	Penange_Pinia	Penange (Pinia)	wɛ̀:	wɛ̀:	w ɛː ¹	month	mois	time.month	temps.mois	1370	MONTH	wɛː¹	w ɛː ¹ 
#															
36867	moon	lune	Donno_So	Donno So	ùgɔ́	ùgɔ́	u ¹ ɡ ɔ ⁵	moon	lune	celestial body.moon	corps céleste.lune	1313	MOON	u¹ɡɔ⁵	- u ¹ ɡ ɔ ⁵
36868	moon	lune	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ɛ̌:	ɛ̌:	ɛː ¹⁵	moon	lune	celestial body.moon	corps céleste.lune	1313	MOON	ɛː¹⁵	- ɛː ¹⁵ 
36881	moon	lune	Tiranige_Boui	Tiranige (Boui, JH)	éŋání	éŋání	e ⁵ ŋ a ⁵ n i ⁵	moon	lune	celestial body.moon	corps céleste.lune	1313	MOON	e⁵ŋa⁵ni⁵	- e ⁵ ŋ a ⁵ + n i ⁵
36882	moon	lune	Mombo_Songho	Mombo (Songho, KP)	wɛ̂:	wɛ̂:	w ɛː ⁵¹	moon	lune	celestial body.moon	corps céleste.lune	1313	MOON	wɛː⁵¹	w ɛː ⁵¹ 
36885	moon	lune	Penange_Pinia	Penange (Pinia)	wɛ̀:	wɛ̀:	w ɛː ¹	moon	lune	celestial body.moon	corps céleste.lune	1313	MOON	wɛː¹	w ɛː ¹ 
#															
33748	mosque	mosquée	Donno_So	Donno So	mìsí:dù	mìsí:dù	m i ¹ s iː ⁵ d u ¹	mosque	mosquée	house.house	maison.maison	1603	MOSQUE	mi¹siː⁵du¹	m i ¹ s iː ⁵ + d u ¹
33749	mosque	mosquée	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	mísí:dɛ̀, sàl-úró	mísí:dɛ̀	m i ⁵ s iː ⁵ d ɛ ¹	mosque	mosquée	house.house	maison.maison	1603	MOSQUE	mi⁵siː⁵dɛ¹	m i ⁵ s iː ⁵ + d ɛ ¹
33759	mosque	mosquée	Tiranige_Boui	Tiranige (Boui, JH)	mínjílì	mínjílì	m i ⁵ n j i ⁵ l i ¹	mosque	mosquée	house.house	maison.maison	1603	MOSQUE	mi⁵nji⁵li¹	m i ⁵ nj i ⁵ + l i ¹
33760	mosque	mosquée	Mombo_Songho	Mombo (Songho, KP)	sándó góndó	sándó_góndó	s a ⁵ n d o ⁵ _ ɡ o ⁵ n d o ⁵	mosque	mosquée	house.house	maison.maison	1603	MOSQUE	sa⁵ndo⁵_ɡo⁵ndo⁵	s a ⁵ nd o ⁵ + ɡ o ⁵ + nd o ⁵ 
33762	mosque	mosquée	Penange_Pinia	Penange (Pinia)	mìnjìlì	mìnjìlì	m i ¹ n j i ¹ l i ¹	mosque	mosquée	house.house	maison.maison	1603	MOSQUE	mi¹nji¹li¹	m i ¹ nj i ¹ + l i ¹
#															
6142	mouth	bouche	Donno_So	Donno So	kɛ̀nnɛ́	kɛ̀nnɛ́	k ɛ ¹ n n ɛ ⁵	mouth	bouche	body.mouth	corps.bouche	674	MOUTH	kɛ¹nnɛ⁵	k ɛ ¹ nː ɛ ⁵ - - - 
6143	mouth	bouche	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ká:	ká:	k aː ⁵	mouth	bouche	body.mouth	corps.bouche	674	MOUTH	kaː⁵	k aː ⁵ 
6149	mouth	bouche	Tomo_Kan_Diangassagou	Tomo Kan (Diangassagou)	ká:ⁿ	ká:ⁿ	k ãː ∼ ⁵	mouth	bouche	body.mouth	corps.bouche	674	MOUTH	kãː∼⁵	k ãː∼ ⁵ 
6157	mouth	bouche	Tiranige_Boui	Tiranige (Boui, JH)	ɔ̀mɔ̀	ɔ̀mɔ̀	ɔ ¹ m ɔ ¹	mouth	bouche	body.mouth	corps.bouche	674	MOUTH	ɔ¹mɔ¹	- ɔ ¹ m ɔ ¹
6158	mouth	bouche	Mombo_Songho	Mombo (Songho, KP)	dónì	dónì	d o ⁵ n i ¹	mouth	bouche	body.mouth	corps.bouche	674	MOUTH	do⁵ni¹	d o ⁵ n i ¹
6161	mouth	bouche	Penange_Pinia	Penange (Pinia)	dòn	dòn	d o ¹ n	mouth	bouche	body.mouth	corps.bouche	674	MOUTH	do¹n	d o ¹ n - -
#															
32152	mud	boue	Donno_So	Donno So	pɔ́ndù	pɔ́ndù	p ɔ ⁵ n d u ¹	mud	boue	soil/stone.mud	sol/pierre.boue	640	MUD	pɔ⁵ndu¹	p ɔ ⁵ nd u ¹
32153	mud	boue	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	pì-pɔ̀tú	pì-pɔ̀tú	p i ¹ + p ɔ ¹ t u ⁵	mud	boue	soil/stone.mud	sol/pierre.boue	640	MUD	pi¹+pɔ¹tu⁵	p i ¹ p ɔ ¹ + t u ⁵
32164	mud	boue	Tiranige_Boui	Tiranige (Boui, JH)	ɔ̀gɔ̀	ɔ̀gɔ̀	ɔ ¹ ɡ ɔ ¹	mud	boue	soil/stone.mud	sol/pierre.boue	640	MUD	ɔ¹ɡɔ¹	- ɔ ¹ ɡ ɔ ¹
32165	mud	boue	Mombo_Songho	Mombo (Songho, KP)	mì: téré // ɔ́gɔ́lɔ̀	mì:_téré	m iː ¹ _ t e ⁵ r e ⁵	mud	boue	soil/stone.mud	sol/pierre.boue	640	MUD	miː¹_te⁵re⁵	m iː ¹ t e ⁵ + r e ⁵
32167	mud	boue	Penange_Pinia	Penange (Pinia)	ɔ̀gɔ̀lɔ̀ (y-)	ɔ̀gɔ̀lɔ̀	ɔ ¹ ɡ ɔ ¹ l ɔ ¹	mud	boue	soil/stone.mud	sol/pierre.boue	640	MUD	ɔ¹ɡɔ¹lɔ¹	- ɔ ¹ ɡ ɔ ¹ + l ɔ ¹
#															
40279	near, close	proche, près	Donno_So	Donno So	bɛ̀rú, bɛ̀rǔ: (adverb)	bɛ̀rú	b ɛ ¹ r u ⁵	near, close	proche, près	distance.near	distance.près	1942	NEAR	bɛ¹ru⁵	b ɛ ¹ r u ⁵
40280	near, close	proche, près	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	é:ŋ	é:ŋ	eː ⁵ ŋ	near, close	proche, près	distance.near	distance.près	1942	NEAR	eː⁵ŋ	- eː ⁵ ŋ - -
40292	near, close	proche, près	Tiranige_Boui	Tiranige (Boui, JH)	bɛ́:rí	bɛ́:rí	b ɛː ⁵ r i ⁵	near, close	proche, près	distance.near	distance.près	1942	NEAR	bɛː⁵ri⁵	b ɛː ⁵ r i ⁵
40293	near, close	proche, près	Mombo_Songho	Mombo (Songho, KP)	bɛ́rù, péŋgú	bɛ́rù	b ɛ ⁵ r u ¹	near, close	proche, près	distance.near	distance.près	1942	NEAR	bɛ⁵ru¹	b ɛ ⁵ r u ¹
40296	near, close	proche, près	Penange_Pinia	Penange (Pinia)	jámá	jámá	j a ⁵ m a ⁵	near, close	proche, près	distance.near	distance.près	1942	NEAR	ja⁵ma⁵	j a ⁵ m a ⁵
#															
16972	necklace	collier	Donno_So	Donno So	dùgɛ̌y	dùgɛ̌y	d u ¹ ɡ ɛ ¹⁵ j	necklace	collier	jewelry.necklace	bijoux.collier	1961	NECKLACE	du¹ɡɛ¹⁵j	d u ¹ ɡ ɛ ¹⁵ + j - -
16973	necklace	collier	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	dúgɔ́, kɔ̀rɔ́-dúgɔ̀	dúgɔ́	d u ⁵ ɡ ɔ ⁵	necklace	collier	jewelry.necklace	bijoux.collier	1961	NECKLACE	du⁵ɡɔ⁵	d u ⁵ ɡ ɔ ⁵
16986	necklace	collier	Tiranige_Boui	Tiranige (Boui, JH)	dùjɛ̀	dùjɛ̀	d u ¹ j ɛ ¹	necklace	collier	jewelry.necklace	bijoux.collier	1961	NECKLACE	du¹jɛ¹	d u ¹ j ɛ ¹
16987	necklace	collier	Mombo_Songho	Mombo (Songho, KP)	kí:ŋgú	kí:ŋgú	k iː ⁵ ŋ ɡ u ⁵	necklace	collier	jewelry.necklace	bijoux.collier	1961	NECKLACE	kiː⁵ŋɡu⁵	k iː ⁵ ŋɡ u ⁵
16989	necklace	collier	Penange_Pinia	Penange (Pinia)	páryè	páryè	p a ⁵ r j e ¹	necklace	collier	jewelry.necklace	bijoux.collier	1961	NECKLACE	pa⁵rje¹	p a ⁵ r+ j e ¹
#															
48582	neighbor	voisin	Donno_So	Donno So	bɔ̌:nɔ̀, gìnɛ̀-bêŋ	bɔ̌:nɔ̀	b ɔ̌ː ¹⁵ n ɔ ¹	neighbor	voisin	friend.neighbor	ami.voisin	1332	NEIGHBOUR	bɔ̌ː¹⁵nɔ¹	b ɔ̌ː ¹⁵ n ɔ ¹
48583	neighbor	voisin	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	tɔ́:wⁿɔ́-n	tɔ́:wⁿɔ́-n	t ɔ́ː w̃ ∼ ɔ ⁵ + n	neighbor	voisin	friend.neighbor	ami.voisin	1332	NEIGHBOUR	tɔ́ːw̃∼ɔ⁵+n	t ɔː ⁵ w̃∼ ɔ ⁵ + n 
48593	neighbor	voisin	Tiranige_Boui	Tiranige (Boui, JH)	mì ndǎ:	mì_ndǎ:	m i ¹ _ n d aː ¹⁵	neighbor	voisin	friend.neighbor	ami.voisin	1332	NEIGHBOUR	mi¹_ndaː¹⁵	m i ¹ nd aː ¹⁵
48594	neighbor	voisin	Mombo_Songho	Mombo (Songho, KP)	dèbù péŋgú	dèbù_péŋgú	d e ¹ b u ¹ _ p e ⁵ ŋ ɡ u ⁵	neighbor	voisin	friend.neighbor	ami.voisin	1332	NEIGHBOUR	de¹bu¹_pe⁵ŋɡu⁵	d e ¹ b u ¹ + p e ⁵ ŋɡ u ⁵
48596	neighbor	voisin	Penange_Pinia	Penange (Pinia)	tá:kálɛ́mmɛ̀	tá:kálɛ́mmɛ̀	t aː ⁵ k a ⁵ l ɛ ⁵ m m ɛ ¹	neighbor	voisin	friend.neighbor	ami.voisin	1332	NEIGHBOUR	taː⁵ka⁵lɛ⁵mmɛ¹	t aː ⁵ k a ⁵ + l ɛ ⁵ mː ɛ ¹
#															
44350	never	jamais	Donno_So	Donno So	à:bádà	à:bádà	aː ¹ b a ⁵ d a ¹	never	jamais	time.never	temps.jamais	1656	NEVER	aː¹ba⁵da¹	- aː ¹ b a ⁵ + d a ¹
44351	never	jamais	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	àbádá	àbádá	a ¹ b a ⁵ d a ⁵	never	jamais	time.never	temps.jamais	1656	NEVER	a¹ba⁵da⁵	- a ¹ b a ⁵ + d a ⁵
44362	never	jamais	Mombo_Songho	Mombo (Songho, KP)	ábádá	ábádá	a ⁵ b a ⁵ d a ⁵	never	jamais	time.never	temps.jamais	1656	NEVER	a⁵ba⁵da⁵	- a ⁵ b a ⁵ + d a ⁵
44364	never	jamais	Penange_Pinia	Penange (Pinia)	àbádá	àbádá	a ¹ b a ⁵ d a ⁵	never	jamais	time.never	temps.jamais	1656	NEVER	a¹ba⁵da⁵	- a ¹ b a ⁵ + d a ⁵
#															
2465	new	nouveau	Donno_So	Donno So	kàndá	kàndá	k a ¹ n d a ⁵	new	nouveau	age.new	âge.nouveau	1231	NEW	ka¹nda⁵	k a ¹ nd a ⁵
2466	new	nouveau	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	kàná	kàná	k a ¹ n a ⁵	new	nouveau	age.new	âge.nouveau	1231	NEW	ka¹na⁵	k a ¹ n a ⁵
2473	new	nouveau	Tomo_Kan_Diangassagou	Tomo Kan (Diangassagou)	kàndà	kàndà	k a ¹ n d a ¹	new	nouveau	age.new	âge.nouveau	1231	NEW	ka¹nda¹	k a ¹ nd a ¹
2480	new	nouveau	Tiranige_Boui	Tiranige (Boui, JH)	kándá	kándá	k a ⁵ n d a ⁵	new	nouveau	age.new	âge.nouveau	1231	NEW	ka⁵nda⁵	k a ⁵ nd a ⁵
2481	new	nouveau	Mombo_Songho	Mombo (Songho, KP)	kándá	kándá	k a ⁵ n d a ⁵	new	nouveau	age.new	âge.nouveau	1231	NEW	ka⁵nda⁵	k a ⁵ nd a ⁵
2484	new	nouveau	Penange_Pinia	Penange (Pinia)	kàndà	kàndà	k a ¹ n d a ¹	new	nouveau	age.new	âge.nouveau	1231	NEW	ka¹nda¹	k a ¹ nd a ¹
#															
65245	nine	neuf (numéro)	Donno_So	Donno So	tù:gɔ́	tù:gɔ́	t uː ¹ ɡ ɔ ⁵	9	neuf (numéro)	numeral/count.digit 2-9	numéro/compter.chiffre 2-9	1483	NINE	tuː¹ɡɔ⁵	t uː ¹ ɡ ɔ ⁵
65246	nine	neuf (numéro)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	lá:rúwà	lá:rúwà	l aː ⁵ r u ⁵ w a ¹	9	neuf (numéro)	numeral/count.digit 2-9	numéro/compter.chiffre 2-9	1483	NINE	laː⁵ru⁵wa¹	l aː ⁵ r u ⁵ + w a ¹
65257	nine	neuf (numéro)	Tiranige_Boui	Tiranige (Boui, JH)	tó:wá	tó:wá	t oː ⁵ w a ⁵	9	neuf (numéro)	numeral/count.digit 2-9	numéro/compter.chiffre 2-9	1483	NINE	toː⁵wa⁵	t oː ⁵ w a ⁵
65258	nine	neuf (numéro)	Mombo_Songho	Mombo (Songho, KP)	tó:wà	tó:wà	t oː ⁵ w a ¹	9	neuf (numéro)	numeral/count.digit 2-9	numéro/compter.chiffre 2-9	1483	NINE	toː⁵wa¹	t oː ⁵ w a ¹
65261	nine	neuf (numéro)	Penange_Pinia	Penange (Pinia)	tò:wà, X-gè tó:wà	tò:wà	t oː ¹ w a ¹	9	neuf (numéro)	numeral/count.digit 2-9	numéro/compter.chiffre 2-9	1483	NINE	toː¹wa¹	t oː ¹ w a ¹
#															
50612	noble, freeborn person	noble (non esclave)	Donno_So	Donno So	ndè-sálà	ndè-sálà	n d e ¹ + s a ⁵ l a ¹	noble, freeborn	noble	status.noble	rang.noble	482	NOBLE	nde¹+sa⁵la¹	nd e ¹ s a ⁵ + l a ¹
50613	noble, freeborn person	noble (non esclave)	Jamsay_Douentza_area)	Jamsay (Douentza area, JH)	ɔ̀ɣɔ̀ în	ɔ̀ɣɔ̀_în	ɔ ¹ ɣ ɔ ¹ _ i ⁵¹ n	noble, freeborn	noble	status.noble	rang.noble	482	NOBLE	ɔ¹ɣɔ¹_i⁵¹n	- ɔ ¹ ɣ ɔ ¹ + - i ⁵¹ + n -
50623	noble, freeborn person	noble (non esclave)	Tiranige_Boui	Tiranige (Boui, JH)	ɔ̀:lá	ɔ̀:lá	ɔː ¹ l a ⁵	noble, freeborn	noble	status.noble	rang.noble	482	NOBLE	ɔː¹la⁵	- ɔː ¹ l a ⁵
