ID	NUMBER	ENGLISH	FRENCH	ENGLISH_SHORT	SEMFIELD_CODE	REFERENCE	OCCURRENCE
2309	2309	sale (transaction)	vente	sale	113.0.4.0.2.0	5574.0	15
2310	2310	(a) purchase, act of buying	achat, fait d'acheter	purchase	113.0.5.0.2.0	5576.0	15
2311	2311	exchange (noun), barter (noun)	échange, troc	exchange, barter, trade, swap	113.0.7.0.2.0	5580.0	15
2312	2312	add more	ajouter	add	113.0.11.0.3.0	5603.0	15
2313	2313	expense, expenditure, cost(s)	dépense(s)	expense	113.0.13.0.1.0	5614.0	15
2314	2314	lose money, take a loss	perdre une somme, subir une perte	loss, lose	113.0.15.0.1.0	5619.0	15
2315	2315	resources, means, wherewithal (to do or buy sth)	moyens, capital (pour faire ou acheter qch)	resources, means	114.0.2.0.5.0	5635.0	15
2316	2316	ransom, bail out (a captive)	racheter, payer la rançonne de (un hôtage)	ransom	114.0.6.0.8.0	5654.0	15
2317	2317	teach, instruct (sb, how to do sth)	enseigner (qn, à faire qch)	teach	116.0.3.0.1.0	5697.0	15
2318	2318	teach (students, subject matter)	enseigner (élèves, matière)	teach	116.0.3.0.2.0	5698.0	15
2319	2319	understanding	compréhension	understanding	116.0.8.0.2.0	5718.0	15
2320	2320	pay attention	faire attention	attention	116.0.9.0.1.0	5720.0	15
2321	2321	make (sb) angry, anger (sb)	fâcher (qn)	anger	117.0.1.0.4.0	5762.0	15
2322	2322	dare (to do sth)	oser (faire qch)	dare	117.0.8.0.12.0	5811.0	15
2323	2323	cowardly (person)	(personne) lâche	cowardice	117.0.10.0.7.0	5820.0	15
2324	2324	be happy	ê. content, heureux	happy	117.0.12.0.2.0	5833.0	15
2325	2325	happiness, being pleased	fait d. ê. content	happy	117.0.12.0.5.0	5836.0	15
2326	2326	be sad, disappointed	ê. triste, déçu	sad, disappointed	117.0.19.0.1.0	5872.0	15
2327	2327	regret (verb), be sorry	regretter, ê. désolé	regret, sorry	117.0.21.0.1.0	5881.0	15
2328	2328	(event) amaze (sb)	(incident) étonner (qn)	amaze	117.0.28.0.1.0	5917.0	15
2329	2329	watch over (children, flock)	surveiller (enfants, troupeau)	watch over	119.0.3.0.1.0	5981.0	15
2330	2330	(e.g. head, tip of sth) stick out	(tête, bout de qch, etc.) saillir, devenir visible à l'extérieur	stick out	119.0.8.0.1.0	5997.0	15
2331	2331	become blind	devenir aveugle	blind	119.0.10.0.3.0	6023.0	15
2332	2332	encounter, cross (sb, on a road)	rencontrer, croiser (qn, dans un chemin)	encounter, meet, cross	121.0.4.0.4.0	6063.0	15
2333	2333	receive an inheritance (worldly goods)	recevoir un legs (biens)	inherit	121.0.5.0.2.0	6071.0	15
2334	2334	make (noise) (verb only)	faire (bruit) (verbe seulement)	noise	122.0.2.0.3.0	6081.0	15
2335	2335	voice (of sb), characteristic call (of animal)	voix (de qn), son caractéristique (d'animal)	voice	122.0.2.0.19.0	6097.0	15
2336	2336	shut up!	tais-toi!	silent, shut up	122.0.3.0.1.0	6103.0	15
2337	2337	be silent, be quiet	se taire	quiet, silent, shut up	122.0.3.0.2.0	6104.0	15
2338	2338	cry out (e.g. in anguish or pain)	crier (en lamentation ou en douleur, etc.)	shout, cry	122.0.4.0.1.0	6111.0	15
2339	2339	(a) shout, (a) yell (to attract sb's attention, or in a festivity) (noun)	cri (pour attirer l'attention, pour fêter, etc.)	shout	122.0.4.0.5.0	6115.0	15
2340	2340	shout (e.g. to attract attention) (verb only)	crier (pour attirer l'attention, etc.) (verbe seulement)	shout	122.0.4.0.6.0	6116.0	15
2341	2341	emit (cries of joy) (verb only)	pousser (you-you) (verbe seulement)	ululate	122.0.5.0.2.0	6119.0	15
2342	2342	blow (horn, whistle)	faire sonner (cor, sifflet)	whistle	122.0.7.0.5.0	6129.0	15
2343	2343	incense (general word)	encens (mot général)	incense	123.0.4.0.1.0	6231.0	15
2344	2344	incense (bdellium, resin of tree Commiphora africana, medicinal for colds, also used as a fixative for trimming-ax blades in their handles)	encens (bdellium, résine de l'arbre Commiphora africana, remède pour le rhume, utilisé aussi comme col pour les lames des haches à coiffer dans leurs manches)	incense, bdellium	123.0.4.0.4.0	6234.0	15
2345	2345	very rotten (intensifier)	très pourri (intensif)	rotten	123.0.5.0.4.0	6244.0	15
2346	2346	be sugary (in taste)	avoir un goût sucré	sugary	124.0.2.0.3.0	6266.0	15
2347	2347	sweeten (sth), make (sth) good-tasting, make (sth) pleasant	sucrer, adoucir (goût), rendre agréable (qch)	sweeten	124.0.2.0.4.0	6267.0	15
2348	2348	sour (taste, of milk)	(goût) aigre (de lait)	sour	124.0.6.0.1.0	6286.0	15
2349	2349	hang, drape (sth) over a linear horizontal object (branch, clothesline)	suspendre (qch) sur un objet linéaire horizontal (branche, corde)	hang, hook	125.0.5.0.3.0	6341.0	15
2350	2350	bundle (tied together)	fagot (attaché)	bundle	125.0.6.0.10.0	6354.0	15
2351	2351	(knot) become undone	(nœud) se défaire	undo knot	125.0.7.0.3.0	6358.0	15
2352	2352	(sb) unravel, unbraid (a rope, into its three main parts)	(qn) défaire (corde, en ses trois composants principaux)	unravel	125.0.9.0.2.0	6367.0	15
2353	2353	(e.g. stone, stick) become un-caught, get free (after being caught in a tree)	(pierre, bâton, etc.) se libérer (après ê. attrapé dans un arbre)	unhook, free	126.0.2.0.3.0	6377.0	15
2354	2354	prevent (sb, from doing sth)	empêcher (qn, de faire qch)	prevent, impede, obstruct	126.0.3.0.1.0	6381.0	15
2355	2355	get bogged (in mud or water), bog down	s'embourber (dans l'eau ou dans la boue)	bogged, stuck	126.0.7.0.1.0	6394.0	15
2356	2356	hold (stick) behind one's nape with both hands or forearms	tenir (bâton) horizontalement derrière la nuque avec les mains ou les avant-bras	hold	127.0.1.0.3.0	6400.0	15
2357	2357	cling to, hold on tightly to (e.g. tree branch, while hanging)	s'accrocher à, tenir bon à (par ex. une branche d'arbre, en étant suspendu)	hold, cling	127.0.2.0.2.0	6403.0	15
2358	2358	blanket or sheet (body covering for sleeping)	couverture ou drap (pour dormir)	blanket	128.0.1.0.3.0	6437.0	15
2359	2359	seal up (e.g. the mouth of a large jar, for long-term storage)	sceller (par ex., la bouche d'une grosse jarre, à long terme)	seal	128.0.3.0.5.0	6447.0	15
2360	2360	unseal (e.g. a sealed-up jar)	désceller, ouvrir (par ex., la bouche d'une grosse jarre)	unseal	128.0.3.0.6.0	6448.0	15
2361	2361	shake uprooted weeds (to remove earth, to avoid regrowth)	secouer (mauvaises herbes déracinées) afin d'y enlever le sol pour qu'elles ne repoussent pas	shake	129.0.7.0.1.0	6479.0	15
2362	2362	tap (e.g. garment) to knock off dust	taper (vêtement etc.) afin d'enlever la poussière	shake off, tap	129.0.7.0.8.0	6486.0	15
2363	2363	flap (wings)	battre (les ailes)	flap (wings)	129.0.8.0.1.0	6496.0	15
2364	2364	lean one's shoulder or back against (tree, wall)	s'appuyer l'épaule ou le dos contre (arbre, mur)	lean	130.0.1.0.1.0	6514.0	15
2365	2365	squeeze, mash (sth. soft)	serrer (qch de souple)	squeeze, mash	130.0.3.0.3.0	6528.0	15
2366	2366	wring out (e.g. wet garment) by twisting	essorer (vêtement mouillé, etc.) en le tordant	wring	130.0.4.0.2.0	6535.0	15
2367	2367	clean out (intestine) by wringing	vider (intestin) en essorant	clean, wring	130.0.4.0.5.0	6538.0	15
2368	2368	tamp down, press down on (earth, to stop up a hole)	damer, appuyer sur (sol, pour boucher un trou)	tamp	130.0.5.0.1.0	6539.0	15
2369	2369	yank out forcefully (tooth, dead tree, lock from door, gutter from roof, beam from ceiling)	enlever en tirant avec force (dent, arbre mort, fermeture d'une porte, gouttière d'un toit, bois d'un plafond)	pull, yank	131.0.2.0.8.0	6553.0	15
2370	2370	toss (sth, to sb)	jeter doucement (qch, à qn)	toss	131.0.4.0.1.0	6566.0	15
2371	2371	toss (grain, sand, cowries) with a flick of the hand	asperger (grains, sable, cauris) en jetant légèrement avec la main	toss	131.0.4.0.2.0	6567.0	15
2372	2372	sprinkle (sth dry: grains, powder)	asperger (qch de sec: graines, poudre)	sprinkle	131.0.5.0.1.0	6576.0	15
2373	2373	rub on, apply by hand (perfume)	appliquer à la main (parfum, sur la peau)	apply, rub	132.0.2.0.3.0	6584.0	15
2374	2374	spray on (perfume, to skin)	vaporiser (parfum, sur la peau)	spray	132.0.2.0.6.0	6587.0	15
2375	2375	massage lightly (old person, to improve circulation)	masser légèrement (un vieux, pour stimuler la circulation)	massage	132.0.4.0.2.0	6606.0	15
2376	2376	massage deeply (sb, stimulating muscles)	masser profondément (qn, pour stimuler les muscles)	massage	132.0.4.0.3.0	6607.0	15
2377	2377	(cat, goat, sheep) rub its body (against sth, e.g. a wall)	(chat, chèvre, mouton) se frotter le corps (contre qch, par ex. un mur)	rub self	132.0.5.0.1.0	6608.0	15
2378	2378	rumple, squeeze into a clump (e.g. rag, without folding)	friper, froisser (par ex., une feuille de papier, sans la plier)	rumple, clump	133.0.6.0.1.0	6647.0	15
2379	2379	gather up (e.g. trash) in one's hand	ramasser (des ordures etc.) dans la main	gather trash	134.0.5.0.2.0	6659.0	15
2380	2380	do some writing	faire de l'écriture	write	135.0.1.0.1.0	6664.0	15
2381	2381	Koran (book)	Coran (livre)	koran	135.0.2.0.1.0	6669.0	15
2382	2382	hit lightly, tap	frapper doucement, taper	hit	136.0.1.0.4.0	6708.0	15
2383	2383	knock (objects) together	claquer (des objets) ensemble	knock	136.0.2.0.2.0	6718.0	15
2384	2384	snap one's finger against (sb, sth)	claquer son doigt contre (qn, qch)	snap	136.0.6.0.3.0	6732.0	15
2385	2385	cut off end of (object) to trim it	couper le bout de (objet) pour le raccourcir	cut off, trim	137.0.1.0.3.0	6750.0	15
2386	2386	chop, cut (firewood)	couper (bois de chauffage)	chop (wood)	137.0.3.0.4.0	6764.0	15
2387	2387	cut into strips (meat, hide, cloth), cut off a strip of (e.g. cloth)	trancher (viande, peau) en lanières, enlever une lanière de (tissu, etc.) en coupant	cut, strips	137.0.9.0.2.0	6791.0	15
2388	2388	crack open, pop open (peanut shell, legume pod)	ouvrir (gousse d'arachide ou d'autre légumineux)	crack open	137.0.10.0.1.0	6793.0	15
2389	2389	pick (e.g. mangoes) one by one	cueillir (mangues etc.) un à un	pick	138.0.4.0.1.0	6833.0	15
2390	2390	pick (peanut pods)	cueillir (gousses d'arachides)	pick	138.0.4.0.2.0	6834.0	15
2391	2391	pick (cotton)	cueillir (coton)	pick	138.0.4.0.3.0	6835.0	15
2392	2392	pick off (a small piece of a leaf, etc.) by hand	enlever (un petit morceau d'une feuille, etc.) à la main	pick off	138.0.4.0.8.0	6840.0	15
2393	2393	(e.g. snake) slough off (shed) its skin	(serpent etc.) muer sa peau	shed, slough	138.0.8.0.15.0	6869.0	15
2394	2394	press (sb) against a wall	serrer (qn) contre un mur	press	140.0.1.0.7.0	6902.0	15
2395	2395	(squirrel) dig up (peanuts or planted seeds in shallow earth) by pawing the earth	(écureuil) enlever (arachides ou graines semées dans le sol peu profond) en creusant légèrement	dig, paw	141.0.2.0.1.0	6915.0	15
2396	2396	put (sb) to sleep, make or let sleep	faire ou laisser dormir (qn)	sleep	142.0.1.0.4.0	6923.0	15
2397	2397	portable wooden bed	lit en bois portable	bed	142.0.6.0.1.0	6943.0	15
2398	2398	(mosquito) bite or sting (sb)	(moustique) piquer (qn)	bite, sting	143.0.5.0.6.0	6971.0	15
2399	2399	(wasp) sting (sb)	(guêpe) piquer (qn)	sting	143.0.5.0.7.0	6972.0	15
2400	2400	pointed metal implement for undoing braids	poinçon en métal qui sert à défaire les tresses	point	144.0.4.0.1.0	6986.0	15
2401	2401	ax for trimming green branches (large triangular blade, small hook at end of handle with a hole into which the pin on the back of the blade is inserted, for one hand)	hache à coiffer les branches fraîches (grosse lame triangulaire, manche à bout en petit crochet avec un trou ou s'insère la pointe de l'arrière de a lame, pour une main)	trimming ax (pinned)	145.0.8.0.1.0	7012.0	15
2402	2402	small wood-trimming ax (very short handle ending in a sharp bend whose tip is enclosed in a sleeve at the back of the blade, for vertical strokes with one hand), generally kept around the house	petite hache à tailler le bois (manche très court qui termine en angle aigu qui est recouvert par l'étui à l'arrière de la lame, pour des coups verticaux à une main), souvent gardée à la maison	trimming ax (sleeved)	145.0.8.0.3.0	7014.0	15
2403	2403	catch up with (sb who went ahead)	rattraper, rejoindre (qn qui est allé par devant)	catch up	146.0.6.0.1.0	7049.0	15
2404	2404	(leaf, lightweight fruit, etc.) fall off	(feuille, fruit léger, etc.) se détacher et tomber	fall off	146.0.11.0.1.0	7078.0	15
2405	2405	pass by (place)	passer par (lieu)	pass	146.0.13.0.1.0	7095.0	15
2406	2406	pass, go past, continue on one's way	passer, continuer sur son chemin	pass	146.0.13.0.2.0	7096.0	15
2407	2407	make (sth) pass or cross	faire passer ou traverser	pass	146.0.13.0.3.0	7097.0	15
2408	2408	precede, go ahead of (sb, to a place)	devancer (qn, à un endroit)	precede	146.0.22.0.1.0	7139.0	15
2409	2409	take (a step)	faire (un pas)	step	146.0.29.0.6.0	7193.0	15
2410	2410	important errand or mission (on behalf of sb)	commission importante (en faveur de qn)	errand, mission	147.0.3.0.2.0	7247.0	15
2411	2411	messenger, envoy, sb sent on an important errand or mission	messager, envoyé, qn envoyé en commission, messager	envoy, messenger	147.0.3.0.3.0	7248.0	15
2412	2412	send (sb) on an errand	commissionner (qn), envoyer (qn) en commission	send, errand	147.0.5.0.1.0	7255.0	15
2413	2413	carry (child) on both shoulders	porter (enfant) sur les deux épaules	carry	148.0.2.0.1.0	7265.0	15
2414	2414	put (child) on the back of (someone else)	mettre (enfant) au dos de (autrui)	carry on back	148.0.3.0.3.0	7272.0	15
2415	2415	load (noun)	charge (fardeau)	load	148.0.6.0.2.0	7279.0	15
2416	2416	take (load) down off head	faire descendre (charge) de la tête	unload	148.0.6.0.9.0	7286.0	15
2417	2417	stumble, trip (on a stone that catches one's foot)	trébucher (sur une pierre qui attrape le pied)	stumble, trip	149.0.2.0.1.0	7307.0	15
2418	2418	stumble, stub one's toe (e.g. on a stone)	talonner, trébucher (sur une pierre etc.)	stumble, stub	149.0.2.0.3.0	7310.0	15
2419	2419	(e.g. mattress, tires) sag slightly under a weight	(matelas, pneu, etc.) fléchir ou s'affaisser légèrement sous un poids	sag	149.0.5.0.1.0	7325.0	15
2420	2420	(sth) be spilled	(qch) ê. versé	pour, spill	149.0.8.0.10.0	7368.0	15
2421	2421	work (verb only)	travailler	work	152.0.2.0.2.0	7439.0	15
2422	2422	basket-maker (occupation, not a caste)	vannier, fabricateur de paniers	basketmaker	152.0.6.0.4.0	7459.0	15
2423	2423	be able to, can (do)	pouvoir, ê. capable de	can, able	153.0.1.0.4.0	7468.0	15
2424	2424	endure, be able to stand (heat, cold, etc.)	supporter (la chaleur, le froid, etc.)	endure	153.0.4.0.1.0	7474.0	15
2425	2425	blacksmith's mallet (all-metal, no wooden handle)	gros marteau (de forgeron, tout métal, sans manche en bois)	hammer, mallet	154.0.7.0.3.0	7499.0	15
2426	2426	clean (sth)	nettoyer (qch)	clean	157.0.1.0.2.0	7515.0	15
2427	2427	(garment) become dirty, soiled	(vêtement) devenir sale	dirty	157.0.3.0.5.0	7527.0	15
2428	2428	(man) wash (his head)	laver la tête (d'un homme)	wash head	158.0.1.0.4.0	7537.0	15
2429	2429	scrub (one's body, with a scrubber, while bathing)	se frotter (le corps, avec un frottoir, en se lavant)	scrub	158.0.3.0.6.0	7551.0	15
2430	2430	blackish blue indigo dye	colorant d'indigo noir teinté de bleu	dye, indigo	160.0.1.0.7.0	7580.0	15
2431	2431	blue dye (modern)	colorant bleu (moderne)	dye	160.0.1.0.8.0	7581.0	15
2432	2432	make black, darken (sth)	rendre (qch) noir ou foncé	black, dark	160.0.3.0.3.0	7592.0	15
2433	2433	very white (intensifier)	très blanc (intensif)	white	160.0.4.0.4.0	7597.0	15
2434	2434	multicolored	bigarré, multicolore	multicolored	160.0.7.0.1.0	7610.0	15
2435	2435	(garment, mat, face) become wrinkled	(vêtement, natte, visage) devenir ridé	wrinkle	161.0.6.0.1.0	7669.0	15
2436	2436	dry (sth) out	rendre sec, faire sécher (qch)	dry out	162.0.3.0.3.0	7693.0	15
2437	2437	set out to dry in sun (wet clothes, green peanuts)	exposer au soleil pour sécher (vêtements mouillés, arachides fraîches)	dry, set out	162.0.5.0.1.0	7702.0	15
2438	2438	line (drawn in sand)	ligne (tracée dans le sable)	line	163.0.5.0.1.0	7726.0	15
2439	2439	hone (e.g. razor blade) with back-and-forth sweeping strokes on one's palm	aiguiser (lame de rasoir, etc.) en sur la paume	sharpen, hone, whet	164.0.2.0.1.0	7761.0	15
2440	2440	be pointed	ê. pointu	pointed	164.0.3.0.3.0	7769.0	15
2441	2441	(passageway, road) become narrow	(passage, chemin) devenir étroit	narrow	166.0.5.0.2.0	7833.0	15
2442	2442	row (of trees, or plants in a field)	rang, rangée (d'arbres, ou de plantes dans un champ)	row	167.0.3.0.1.0	7862.0	15
2443	2443	(sth) be curved, be bent into an arc	(qch) se courber, ê. tordu en forme arquée	curve	167.0.5.0.2.0	7889.0	15
2444	2444	(animal hide, leaf) curl up (as it dries)	(peau d'animal, feuille) se courber (en se séchant)	curl	167.0.5.0.7.0	7894.0	15
2445	2445	(milk) fill up (in breast or udder)	(lait) se remplir (dans le sein ou le pis)	full	168.0.1.0.6.0	7915.0	15
2446	2446	fill (sth)	remplir (qch)	fill	168.0.2.0.4.0	7921.0	15
2447	2447	(sth) be well-made, be well constructed	(qch) ê. bien fait, bien construit, sortir bien	well-made	169.0.4.0.1.0	7961.0	15
2448	2448	normal, right, in conformity to social norms	normal, correct, conforme aux normes	normal, right	169.0.5.0.2.0	7964.0	15
2449	2449	trouble-maker	cataliseur (de bagarres)	trouble-maker	169.0.8.0.3.0	7974.0	15
2450	2450	pleasant (cool) weather	beau temps (climat un peu frais)	weather	170.0.2.0.1.0	8012.0	15
2451	2451	prosperity, welfare, good times (for the community)	prospérité, bonheur, conjoncture favorable (pour la communauté)	prosperity, welfare	170.0.2.0.3.0	8014.0	15
2452	2452	release (prisoner, hostage)	libérer (prisonnier, hôtage)	release prisoner	170.0.4.0.3.0	8026.0	15
2453	2453	misfortune (e.g. accident)	malheur (par ex., un accident)	hardship, misfortune, disaster	170.0.7.0.2.0	8045.0	15
2454	2454	disaster involving much loss of life (e.g. airplane crash)	catastrophe qui amène la perte de vie à grande échelle (catastrophe aérienne, etc.)	hardship, misfortune, disaster	170.0.7.0.6.0	8049.0	15
2455	2455	gently	doucement	gently, slowly	172.0.3.0.6.0	8099.0	15
2456	2456	very hot (water, meal) (intensifier)	(eau, repas) très chaud (intensif)	hot	173.0.2.0.4.0	8110.0	15
2457	2457	brand (mark on an animal)	marque à feu (sur un animal)	brand	173.0.3.0.11.0	8127.0	15
2458	2458	light, illumination	lumière, illumination	light, illumination	174.0.1.0.1.0	8137.0	15
2459	2459	turn on (electronic device)	allumer (appareil)	turn on	174.0.7.0.3.0	8169.0	15
2460	2460	turn off (electronic device)	éteindre (appareil)	turn off	174.0.8.0.2.0	8171.0	15
