ID	CONCEPT_IN_SOURCE	IPA	CONCEPT_FRENCH	CONCEPTICON_ID	DOCULECT	CONCEPT	BORROWINGS	TOKENS
3737	head	tomo	tête	1256	Bozo_Tieyaxo	HEAD		t o m o
3738	head	kò	tête	1256	Bunoge	HEAD		k o ¹
3739	head	kî:g	tête	1256	Dogul_Dom	HEAD		k iː ⁵¹ ɡ
3740	head	kû:	tête	1256	Donno_So	HEAD		k uː ⁵¹
3741	head	hoore	tête	1256	Fulfulde	HEAD		h o o r e
3742	head	kú:ⁿ	tête	1256	Gourou	HEAD		k ũː ∼ ⁵
3743	head	dárⁿá	tête	1256	Jamsay	HEAD		d a ⁵ r̃ ∼ a ⁵
3744	head	ŋìyɛ̀wⁿ	tête	1256	Jenaama	HEAD		ŋ i ¹ j ɛ ¹ w̃ ∼
3745	head	kó:	tête	1256	Mombo	HEAD		k oː ⁵
3746	head	kî:ŋgè	tête	1256	Najamba	HEAD		k iː ⁵¹ ŋ ɡ e ¹
3747	head	kû:	tête	1256	Nanga	HEAD		k uː ⁵¹
3748	head	kó:	tête	1256	Penange	HEAD		k oː ⁵
3749	head	kù:_tógóró	tête	1256	Perge_Tegu	HEAD		k uː ¹ _ t o ⁵ ɡ o ⁵ r o ⁵
3750	head	bòŋ	tête	1256	Songhai_Kiini	HEAD		b o ¹ ŋ
3751	[n inal] head	bòŋ	tête	1256	Songhai_Senni	HEAD		b o ¹ ŋ
3752	head	kúgɔ́	tête	1256	Tebul_Ure	HEAD		k u ⁵ ɡ ɔ ⁵
3753	head	kógó	tête	1256	Tiranige_Diga	HEAD		k o ⁵ ɡ o ⁵
3754	head	kùⁿ_kɛ́nɛ́	tête	1256	Togo_Kan	HEAD		k ũ ∼ ¹ _ k ɛ ⁵ n ɛ ⁵
3755	head	kúú	tête	1256	Tommo_So	HEAD		k uː ⁵
3756	head	gòndò	tête	1256	Tomo_Kan	HEAD		ɡ o ¹ n d o ¹
3757	head	kú	tête	1256	Toro_Tegu	HEAD		k u ⁵
3758	head	dàrⁿà_bàndá	tête	1256	Yanda_Dom	HEAD		d a ¹ r̃ ∼ a ¹ _ b a ¹ n d a ⁵
3759	head	kû:	tête	1256	Yorno_So	HEAD		k uː ⁵¹
3760	head	kùú	tête	1257	Toro_So	HEAD		k u ¹ u ⁵
3761	hear (sound, voice)	mánù	entendre (bruit, voix)	1408	Ampari	HEAR		m a ⁵ n u ¹
3762	hear (sound); detect (odor)	nō-rè	entendre (son); sentir (odeur)	1408	Bangime	HEAR	Bunoge	n o ³ + r e ¹
3763	hear (sound, voice)	nú	entendre (bruit, voix)	1408	Bankan_Tey	HEAR		n u ⁵
3764	hear (sound, voice)	nǔ	entendre (bruit, voix)	1408	Ben_Tey	HEAR		n u ¹⁵
3765	head	bugi	entendre	1408	Bozo_Hainyaxo	HEAR		b u ɡ i
3766	head	boi	entendre	1408	Bozo_Tieyaxo	HEAR		b o i
3767	hear (sound, voice)	nún-dè	entendre (bruit, voix)	1408	Bunoge	HEAR		n u ⁵ n + d e ¹
3768	hear (sound, voice)	ɛ́gɛ̀	entendre (bruit, voix)	1408	Donno_So	HEAR		ɛ ⁵ ɡ ɛ ¹
3769	hear (sound, voice)	nanu-de	entendre (bruit, voix)	1408	Fulfulde	HEAR		n a n u + d e
3770	hear (sound, voice)	áɣá	entendre (bruit, voix)	1408	Jamsay	HEAR		a ⁵ ɣ a ⁵
3771	hear (sound, voice)	nún-dé	entendre (bruit, voix)	1408	Mombo	HEAR		n u ⁵ n + d e ⁵
3772	hear (sound, voice)	ŋwɛ́	entendre (bruit, voix)	1408	Najamba	HEAR		ŋ w ɛ ⁵
3773	hear (sound, voice)	nǔyⁿ	entendre (bruit, voix)	1408	Nanga	HEAR		n u ¹⁵ j ∼
3774	hear (sound, voice)	ɛ́gɛ́	entendre (bruit, voix)	1408	Perge_Tegu	HEAR		ɛ ⁵ ɡ ɛ ⁵
3775	hear (sound, voice)	má:	entendre (bruit, voix)	1408	Songhai_Kiini	HEAR		m aː ⁵
3776	hear, detect (e.g. smell); learn	má:	entendre, apercevoir; apprendre	1408	Songhai_Senni	HEAR		m aː ⁵
3777	hear (sound, voice)	nɔ́	entendre (bruit, voix)	1408	Tebul_Ure	HEAR		n ɔ ⁵
3778	hear (sound, voice)	nú:n-dó	entendre (bruit, voix)	1408	Tiranige_Diga	HEAR		n uː ⁵ n + d o ⁵
3779	hear (sound, voice)	ɛ́gɛ́	entendre (bruit, voix)	1408	Tommo_So	HEAR		ɛ ⁵ ɡ ɛ ⁵
3780	hear (sound, voice)	ɛ́gú	entendre (bruit, voix)	1408	Toro_Tegu	HEAR		ɛ ⁵ ɡ u ⁵
3781	hear (sound, voice)	nɔ́	entendre (bruit, voix)	1408	Yanda_Dom	HEAR		n ɔ ⁵
3782	hear (sound, voice)	ɛ́gɛ́	entendre (bruit, voix)	1408	Yorno_So	HEAR		ɛ ⁵ ɡ ɛ ⁵
3783	heavy	nìwⁿì	lourd	1210	Ampari	HEAVY		n i ¹ w̃ ∼ i ¹
3784	[adj] heavy	gíríⁿ-máⁿ	lourd, solide	1210	Bambara	HEAVY		ɡ i ⁵ r ĩ ∼ ⁵ + m ã ∼ ⁵
3785	heavy	mɛ̀rⁿɛ̀	lourd	1210	Bangime	HEAVY		m ɛ ¹ r̃ ∼ ɛ ¹
3786	heavy	dùsúm	lourd	1210	Bankan_Tey	HEAVY		d u ¹ s u ⁵ m
3787	heavy	nìnjì	lourd	1210	Bunoge	HEAVY		n i ¹ n dʒ i ¹
3788	heavy	dóg-sò	lourd	1210	Dogul_Dom	HEAVY		d o ⁵ ɡ + s o ¹
3789	heavy	dógò-dò	lourd	1210	Donno_So	HEAVY		d o ⁵ ɡ o ¹ + d o ¹
3790	heavy	teddu-de	lourd	1210	Fulfulde	HEAVY		t e d d u + d e
3791	heavy	dùjú	lourd	1210	Jamsay	HEAVY		d u ¹ dʒ u ⁵
3792	heavy	tīyɔ̄ⁿ	lourd	1210	Jenaama	HEAVY		t i ³ j ɔ ³ ∼
3793	heavy	dɔ́ŋgá	lourd	1210	Mombo	HEAVY		d ɔ ⁵ ŋ ɡ a ⁵
3794	heavy	nìmí-yè	lourd	1210	Najamba	HEAVY		n i ¹ m i ⁵ + j e ¹
3795	heavy	dúsî	lourd	1210	Nanga	HEAVY		d u ⁵ s i ⁵¹
3796	heavy	dùsú	lourd	1210	Perge_Tegu	HEAVY		d u ¹ s u ⁵
3797	[adj] heavy	tìnò	lourd [<verb tîn ].	1210	Songhai_Senni	HEAVY		t i ¹ n o ¹
3798	[adj] heavy	tìnò	lourd [<verb tîn ].	1211	Songhai_Kiini	HEAVY		t i ¹ n o ¹
3799	hear, detect (e.g. smell); learn	qótè	dur, difficile, lourd	1210	Soninke	HEAVY		q o ⁵ t e ¹
3800	heavy	dúdɛ̀:	lourd	1210	Tebul_Ure	HEAVY		d u ⁵ d ɛː ¹
3801	heavy	né:ŋgó:	lourd	1210	Tiranige_Diga	HEAVY		n eː ⁵ ŋ ɡ oː ⁵
3802	heavy	dògú	lourd	1210	Togo_Kan	HEAVY		d o ¹ ɡ u ⁵
3803	heavy	túgóm	lourd	1210	Tommo_So	HEAVY		t u ⁵ ɡ o ⁵ m
3804	heavy	dùsú	lourd	1210	Toro_Tegu	HEAVY		d u ¹ s u ⁵
3805	heavy	tùjù	lourd	1210	Yanda_Dom	HEAVY		t u ¹ dʒ u ¹
3806	heavy	démɛ́	lourd	1210	Yorno_So	HEAVY		d e ⁵ m ɛ ⁵
3807	help	bɔ̄ɡɔ̀	aider	1897	Bangime	HELP		b ɔ ³ ɡ ɔ ¹
3808	help (sb)	bàrí	aider (qn)	1897	Bankan_Tey	HELP		b a ¹ r i ⁵
3809	help (sb)	bàrí	aider (qn)	1897	Ben_Tey	HELP		b a ¹ r i ⁵
3810	help (sb)	bánnè	aider (qn)	1897	Bunoge	HELP		b a ⁵ n n e ¹
3811	help (sb)	bàré	aider (qn)	1897	Dogul_Dom	HELP		b a ¹ r e ⁵
3812	help	wallu-de	aider	1897	Fulfulde	HELP		w a l l u + d e
3813	help (sb)	bàrá	aider (qn)	1897	Jamsay	HELP		b a ¹ r a ⁵
3814	help (sb)	bǎr	aider (qn)	1897	Najamba	HELP		b a ¹⁵ r
3815	help (sb)	bǎ:rí	aider (qn)	1897	Nanga	HELP		b aː ¹⁵ r i ⁵
3816	help (sb)	bárgè	aider (qn)	1897	Penange	HELP		b a ⁵ r ɡ e ¹
3817	help (sb)	bàrá	aider (qn)	1897	Perge_Tegu	HELP		b a ¹ r a ⁵
3818	[tr] help (sb)	fà:bà	aider (qqn) [VblN fà:bá-r-ò ] [Za fà:bá].	1897	Songhai_Senni	HELP		f aː ¹ b a ¹
3819	[tr or servb] help // 	fà:bó	aider	1897	Songhai_Kiini	HELP	 [cf. also ʔállà-fá:bù]	f aː ¹ b o ⁵
3820	help	dè:má	aider	1897	Soninke	HELP		d eː ¹ m a ⁵
3821	help (sb)	bàrá	aider (qn)	1897	Tebul_Ure	HELP		b a ¹ r a ⁵
3822	help (sb)	báró	aider (qn)	1897	Tiranige_Diga	HELP		b a ⁵ r o ⁵
3823	help (sb)	bàrá	aider (qn)	1897	Togo_Kan	HELP		b a ¹ r a ⁵
3824	help (sb)	bàrá	aider (qn)	1897	Tommo_So	HELP		b a ¹ r a ⁵
3825	help (sb)	bàrú	aider (qn)	1897	Toro_Tegu	HELP		b a ¹ r u ⁵
3826	help (sb)	bàdú	aider (qn)	1897	Yanda_Dom	HELP		b a ¹ d u ⁵
3827	help (sb)	bàrá	aider (qn)	1897	Yorno_So	HELP		b a ¹ r a ⁵
3828	hide, conceal (sth)	dògó	cacher	602	Bambara	HIDE (CONCEAL)		d o ¹ ɡ o ⁵
3829	hide, conceal (sth)	dàà-ndà	cacher	603	Bangime	HIDE (CONCEAL)		d aː ¹ + n d a ¹
3830	hide, conceal (sth)	zɔ̀rí	cacher (qch)	602	Bankan_Tey	HIDE (CONCEAL)		z ɔ ¹ r i ⁵
3831	hide, conceal (sth)	bàŋgì-rí	cacher (qch)	602	Ben_Tey	HIDE (CONCEAL)		b a ¹ ŋ ɡ i ¹ + r i ⁵
3832	[tr] help (sb)	pugɛⁿ	cacher	602	Bozo_Debo	HIDE (CONCEAL)		p u ɡ ɛ̃ ∼
3833	[tr] help (sb)	logo	cacher	602	Bozo_Hainyaxo	HIDE (CONCEAL)		l o ɡ o
3834	[tr] help (sb)	pugeuⁿ	cacher	602	Bozo_Korondougou_nord	HIDE (CONCEAL)		p u ɡ e ũ ∼
3835	[tr] help (sb)	pugeⁿuⁿ	cacher	602	Bozo_Korondougou_sud	HIDE (CONCEAL)		p u ɡ ẽ ∼ ũ ∼
3836	[tr] help (sb)	pieⁿ	cacher	602	Bozo_Kotya	HIDE (CONCEAL)		p i ẽ ∼
3837	[tr] help (sb)	fugeⁿ	cacher	602	Bozo_Pondori_nord	HIDE (CONCEAL)		f u ɡ ẽ ∼
3838	[tr] help (sb)	figeⁿ	cacher	602	Bozo_Pondori_sud	HIDE (CONCEAL)		f i ɡ ẽ ∼
3839	[tr] help (sb)	suoⁿ	cacher	602	Bozo_Tiema_Cewe	HIDE (CONCEAL)		s u o ∼
3840	[tr] help (sb)	swɔrɔ	cacher	602	Bozo_Tieyaxo	HIDE (CONCEAL)		s w ɔ r ɔ
3841	hide, conceal (sth)	yɔ́gɛ̀	cacher (qch)	602	Bunoge	HIDE (CONCEAL)		j ɔ ⁵ ɡ ɛ ¹
3842	hide, conceal (sth)	jɔ̀:rɛ́	cacher (qch)	602	Dogul_Dom	HIDE (CONCEAL)		dʒ ɔː ¹ r ɛ ⁵
3843	hide, conceal (sth)	jɔ̀:rɔ́	cacher (qch)	602	Donno_So	HIDE (CONCEAL)		dʒ ɔː ¹ r ɔ ⁵
3844	hide, conceal (sth)	bàŋà-rⁿá	cacher (qch)	602	Gourou	HIDE (CONCEAL)		b a ¹ ŋ a ¹ + r̃ ∼ a ⁵
3845	hide, conceal (sth)	bàŋà-rⁿá	cacher (qch)	602	Jamsay	HIDE (CONCEAL)		b a ¹ ŋ a ¹ + r̃ ∼ a ⁵
3846	hide, conceal (sth)	dábúrè	cacher (qch)	602	Mombo	HIDE (CONCEAL)		d a ⁵ b u ⁵ r e ¹
3847	hide, conceal (sth)	síbí-r	cacher (qch)	602	Najamba	HIDE (CONCEAL)		s i ⁵ b i ⁵ + r
3848	hide, conceal (sth)	dǎw-rí	cacher (qch)	602	Nanga	HIDE (CONCEAL)		d a ¹⁵ w + r i ⁵
3849	hide, conceal (sth)	kúy-rɛ̀	cacher (qch)	602	Penange	HIDE (CONCEAL)		k u ⁵ j + r ɛ ¹
3850	hide, conceal (sth)	súgú-ró	cacher (qch)	602	Perge_Tegu	HIDE (CONCEAL)		s u ⁵ ɡ u ⁵ + r o ⁵
3851	hide, conceal (sth)	lù:tí	cacher ; se cacher	602	Soninke	HIDE (CONCEAL)		l uː ¹ t i ⁵
3852	hide, conceal (sth)	tú:	se cacher	602	Songhai_Kiini	HIDE (CONCEAL)		t uː ⁵
3853	hide, conceal (sth)	múxú	se cacher	602	Soninke	HIDE (CONCEAL)		m u ⁵ u ⁵
3854	hide, conceal (sth)	bàŋgì-rí	cacher (qch)	602	Tebul_Ure	HIDE (CONCEAL)		b a ¹ ŋ ɡ i ¹ + r i ⁵
3855	hide, conceal (sth)	jíná-ŋgó	cacher (qch)	602	Tiranige_Diga	HIDE (CONCEAL)		dʒ i ⁵ n a ⁵ + ŋ ɡ o ⁵
3856	hide, conceal (sth)	bàŋú-rⁿù	cacher (qch)	602	Togo_Kan	HIDE (CONCEAL)		b a ¹ ŋ u ⁵ + r̃ ∼ u ¹
3857	hide, conceal (sth)	bàŋú-ndá	cacher (qch)	602	Tommo_So	HIDE (CONCEAL)		b a ¹ ŋ u ⁵ + n d a ⁵
3858	hide, conceal (sth)	sútú	cacher (qch)	602	Toro_Tegu	HIDE (CONCEAL)		s u ⁵ t u ⁵
3859	hide, conceal (sth)	bá:-ndɛ́	cacher (qch)	602	Yanda_Dom	HIDE (CONCEAL)		b aː ⁵ + n d ɛ ⁵
3860	hide, conceal (sth)	bàŋá-rá	cacher (qch)	602	Yorno_So	HIDE (CONCEAL)		b a ¹ ŋ a ⁵ + r a ⁵
3861	hide, conceal (sth)	bàŋ-í	cacher (qch)	603	Toro_So	HIDE (CONCEAL)		b a ¹ ŋ + i ⁵
3862	hip	tɔ̀gɔ́	hanche	1745	Bambara	HIP		t ɔ ¹ ɡ ɔ ⁵
3863	hip	kùùⁿ	hanche	1745	Bangime	HIP		k ũː ∼ ¹
3864	hip	dǒ:	hanche	1745	Bankan_Tey	HIP		d oː ¹⁵
3865	hip	dǒ:	hanche (au flanc)	1745	Ben_Tey	HIP		d oː ¹⁵
3866	hip	kura	hanche	1745	Bozo_Debo	HIP		k u r a
3867	hip	hoⁿdoⁿ_ŋo	hanche	1745	Bozo_Hainyaxo	HIP		h o ∼ d o ∼ _ ŋ o
3868	hip	kura	hanche	1745	Bozo_Korondougou_nord	HIP		k u r a
3869	hip	kula	hanche	1745	Bozo_Korondougou_sud	HIP		k u l a
3870	hip	kogo	hanche	1745	Bozo_Kotya	HIP		k o ɡ o
3871	hip	kogo	hanche	1745	Bozo_Pondori_nord	HIP		k o ɡ o
3872	hip	kura	hanche	1745	Bozo_Pondori_sud	HIP		k u r a
3873	hip	kaⁿga	hanche	1745	Bozo_Tiema_Cewe	HIP		k ã ∼ ɡ a
3874	hip	kogo	hanche	1745	Bozo_Tieyaxo	HIP		k o ɡ o
3875	hip	kìbà	hanche (au flanc)	1745	Bunoge	HIP		k i ¹ b a ¹
3876	hip	péŋ	hanche (au flanc)	1745	Dogul_Dom	HIP		p e ⁵ ŋ
3877	hip	dǒŋ	hanche (au flanc)	1745	Donno_So	HIP		d o ¹⁵ ŋ
3878	hip	dɔ̌yⁿ	hanche (au flanc)	1745	Gourou	HIP		d ɔ ¹⁵ j ∼
3879	hip	dɔ̌yⁿ	hanche (au flanc)	1745	Jamsay	HIP		d ɔ ¹⁵ j ∼
3880	hip	kūla᷆ⁿ	hanche	1745	Jenaama	HIP		k u ³ l a ∼ ³¹
3881	hip	péŋgé-lí	hanche (au flanc)	1745	Mombo	HIP		p e ⁵ ŋ ɡ e ⁵ + l i ⁵
3882	hip	tínì:ŋgò	hanche (au flanc)	1745	Najamba	HIP		t i ⁵ n iː ¹ ŋ ɡ o ¹
3883	hip	dǒ:	hanche	1745	Nanga	HIP		d oː ¹⁵
3884	hip	kíbá	hanche (au flanc)	1745	Penange	HIP		k i ⁵ b a ⁵
3885	hip	dɛ̌:ⁿ	hanche (au flanc)	1745	Perge_Tegu	HIP		d ɛ̃ː ∼ ¹⁵
3886	[n] hip // 	háŋkórú	[n] hip // hanche	1745	Songhai_Kiini	HIP		h a ⁵ ŋ k o ⁵ r u ⁵
3887	[n inal] hip; area including hip	ʔáŋkórá:	hanche; zone qui comprend la hanche et la cuisse	1745	Songhai_Senni	HIP		ʔ a ⁵ ŋ k o ⁵ r aː ⁵
3888	hip	hénqéɲè	hanche	1745	Soninke	HIP		h e ⁵ n q e ⁵ ɲ e ¹
3889	hip	dáŋgá:	hanche (au flanc)	1745	Tebul_Ure	HIP		d a ⁵ ŋ ɡ aː ⁵
3890	hip	dé:ŋgé	hanche (au flanc)	1745	Tiranige_Diga	HIP		d eː ⁵ ŋ ɡ e ⁵
3891	hip	dǐⁿ	hanche (au flanc)	1745	Togo_Kan	HIP		d ĩ ∼ ¹⁵
3892	hip	kéú	hanche (au flanc)	1745	Tommo_So	HIP		k e ⁵ u ⁵
3893	hip	jì:ⁿ	hanche (au flanc)	1745	Tomo_Kan	HIP		dʒ ĩː ∼ ¹
3894	hip	péŋó	hanche (au flanc)	1745	Toro_Tegu	HIP		p e ⁵ ŋ o ⁵
3895	hip	dày	hanche (au flanc)	1745	Yanda_Dom	HIP		d a ¹ j
3896	hip	dǒm	hanche (au flanc)	1745	Yorno_So	HIP		d o ¹⁵ m
3897	hip	nàr̃ú	hanche (au flanc)	1746	Toro_So	HIP		n a ¹ r ∼ u ⁵
3898	honey	dí	miel	942	Bambara	HONEY		d i ⁵
3899	honey	yīyɛ̀	miel	942	Bangime	HONEY		j i ³ j ɛ ¹
3900	honey	yěy	miel	942	Bankan_Tey	HONEY		j e ¹⁵ j
3901	honey	yěy	miel	942	Ben_Tey	HONEY		j e ¹⁵ j
3902	honey	ʔígè	miel	942	Bunoge	HONEY		ʔ i ⁵ ɡ e ¹
3903	honey	ǔ:ŋ	miel	942	Dogul_Dom	HONEY		uː ¹⁵ ŋ
3904	honey	ìgɛ́	miel	942	Donno_So	HONEY		i ¹ ɡ ɛ ⁵
3905	honey	njumri	miel	942	Fulfulde	HONEY		n dʒ u m r i
3906	honey	yùŋú	miel	942	Gourou	HONEY		j u ¹ ŋ u ⁵
3907	honey	yùŋ_ní:	miel	942	Jamsay	HONEY		j u ¹ ŋ _ n iː ⁵
3908	honey	sàⁿ	miel	942	Jenaama	HONEY		s ã ∼ ¹
3909	honey	ígè	miel	942	Mombo	HONEY		i ⁵ ɡ e ¹
3910	honey	ǹjǐ:	miel	942	Najamba	HONEY		n ¹ dʒ iː ¹⁵
3911	honey	ò:ndó	miel	942	Nanga	HONEY		oː ¹ n d o ⁵
3912	honey	ìgè	miel	942	Penange	HONEY		i ¹ ɡ e ¹
3913	honey	kàwⁿà_yòŋgú	miel	942	Perge_Tegu	HONEY		k a ¹ w̃ ∼ a ¹ _ j o ¹ ŋ ɡ u ⁵
3914	[n] honey	yùwò	miel	942	Songhai_Senni	HONEY		j u ¹ w o ¹
3915	[n] honey // 	yùw-ǒ:	miel	942	Songhai_Kiini	HONEY		j u ¹ w + oː ¹⁵
3916	honey	ìdé	miel	942	Tebul_Ure	HONEY		i ¹ d e ⁵
3917	honey	í:gé	miel	942	Tiranige_Diga	HONEY		iː ⁵ ɡ e ⁵
3918	honey	tɛ̌:	miel	942	Togo_Kan	HONEY		t ɛː ¹⁵
3919	honey	ììyé	miel	942	Tommo_So	HONEY		iː ¹ j e ⁵
3920	honey	cà:	miel	942	Tomo_Kan	HONEY		tʃ aː ¹
3921	honey	ìwó	miel	942	Toro_Tegu	HONEY		i ¹ w o ⁵
3922	honey	ìzèŋ	miel	942	Yanda_Dom	HONEY		i ¹ z e ¹ ŋ
3923	honey	yɛ̌yⁿ	miel	942	Yorno_So	HONEY		j ɛ ¹⁵ j ∼
3924	honey	ɲóyì	miel	943	Toro_So	HONEY		ɲ o ⁵ j i ¹
3925	horn (of animal)	kɛ̀rɔ̀	corne (d'animal)	1393	Ampari	HORN (ANATOMY)		k ɛ ¹ r ɔ ¹
3926	horn (of animal)	sìrà	corne	1393	Bangime	HORN (ANATOMY)	Toro_Tegu, Nanga	s i ¹ r a ¹
3927	horn (of animal)	kíyà	corne (d'animal)	1393	Bankan_Tey	HORN (ANATOMY)		k i ⁵ j a ¹
3928	horn (of animal)	cíyà	corne (d'animal)	1393	Ben_Tey	HORN (ANATOMY)		tʃ i ⁵ j a ¹
3929	horn (of animal)	buⁿɔⁿ	corne	1393	Bozo_Debo	HORN (ANATOMY)		b ũ ∼ ɔ̃ ∼
3930	horn (of animal)	buɔⁿ	corne	1393	Bozo_Korondougou_nord	HORN (ANATOMY)		b u ɔ̃ ∼
3931	horn (of animal)	buⁿɔⁿ	corne	1393	Bozo_Korondougou_sud	HORN (ANATOMY)		b ũ ∼ ɔ̃ ∼
3932	horn (of animal)	bwo	corne	1393	Bozo_Kotya	HORN (ANATOMY)		b w o
3933	horn (of animal)	buɔⁿ	corne	1393	Bozo_Pondori_nord	HORN (ANATOMY)		b u ɔ̃ ∼
3934	horn (of animal)	buⁿɔⁿ	corne	1393	Bozo_Pondori_sud	HORN (ANATOMY)		b ũ ∼ ɔ̃ ∼
3935	horn (of animal)	bure	corne	1393	Bozo_Tiema_Cewe	HORN (ANATOMY)		b u r e
3936	horn (of animal)	bɔlɔⁿ	corne	1393	Bozo_Tieyaxo	HORN (ANATOMY)		b ɔ l ɔ̃ ∼
3937	horn (of animal)	kɛ́lɛ̀	corne (d'animal)	1393	Bunoge	HORN (ANATOMY)		k ɛ ⁵ l ɛ ¹
3938	horn (of animal)	kɛ́lɔ̀:	corne (d'animal)	1393	Dogul_Dom	HORN (ANATOMY)		k ɛ ⁵ l ɔː ¹
3939	horn (of animal)	buutu_tuwal	corne	1393	Fulfulde	HORN (ANATOMY)		b u u t u _ t u w a l
3940	horn (of animal)	círɛ́	corne	1393	Jamsay	HORN (ANATOMY)		tʃ i ⁵ r ɛ ⁵
3941	horn (of animal)	būwōⁿ	corne	1393	Jenaama	HORN (ANATOMY)		b u ³ w o ∼ ³
3942	horn (of animal)	kɛ́lɛ́	corne	1393	Mombo	HORN (ANATOMY)		k ɛ ⁵ l ɛ ⁵
3943	horn (of animal)	kɛ́lɔ̀:	corne	1393	Najamba	HORN (ANATOMY)		k ɛ ⁵ l ɔː ¹
3944	horn (of animal)	kírâ	corne (d'animal)	1393	Nanga	HORN (ANATOMY)		k i ⁵ r a ⁵¹
3945	horn (of animal)	kɛ́lɛ́	corne	1393	Penange	HORN (ANATOMY)		k ɛ ⁵ l ɛ ⁵
3946	horn (of animal)	kírɛ́	corne (d'animal)	1393	Perge_Tegu	HORN (ANATOMY)		k i ⁵ r ɛ ⁵
3947	[n] horn // 	hìlí	corne	1393	Songhai_Kiini	HORN (ANATOMY)		h i ¹ l i ⁵
3948	horn (of animal)	bénnè	corne	1393	Soninke	HORN (ANATOMY)		b e ⁵ n n e ¹
3949	horn (of animal)	cílá	corne (d'animal)	1393	Tebul_Ure	HORN (ANATOMY)		tʃ i ⁵ l a ⁵
3950	horn (of animal)	kɛ̀:lɛ̀ŋgè	corne (d'animal)	1393	Tiranige_Diga	HORN (ANATOMY)		k ɛː ¹ l ɛ ¹ ŋ ɡ e ¹
3951	horn (of animal)	kírɛ́	corne	1393	Togo_Kan	HORN (ANATOMY)		k i ⁵ r ɛ ⁵
3952	horn (of animal)	kɛ́lɛ́	corne (d'animal)	1393	Tommo_So	HORN (ANATOMY)		k ɛ ⁵ l ɛ ⁵
3953	horn (of animal)	cìlá	corne	1393	Tomo_Kan	HORN (ANATOMY)		tʃ i ¹ l a ⁵
3954	horn (of animal)	círá	corne (d'animal)	1393	Toro_Tegu	HORN (ANATOMY)		tʃ i ⁵ r a ⁵
3955	horn (of animal)	célá	corne (d'animal)	1393	Yanda_Dom	HORN (ANATOMY)		tʃ e ⁵ l a ⁵
3956	horn (of animal)	kílɛ̀	corne (d'animal)	1393	Yorno_So	HORN (ANATOMY)		k i ⁵ l ɛ ¹
3957	horn (of animal)	kɛ́lɛ́	corne (d'animal)	1394	Toro_So	HORN (ANATOMY)		k ɛ ⁵ l ɛ ⁵
3958	horse	sò	cheval	615	Bambara	HORSE		s o ¹
3959	horse	búwó	cheval	615	Bangime	HORSE		b u ⁵ w o ⁵
3960	horse	sǒm	cheval	615	Bankan_Tey	HORSE		s o ¹⁵ m
3961	horse	sǒm	cheval	615	Ben_Tey	HORSE		s o ¹⁵ m
3962	horse	sie	cheval	615	Bozo_Debo	HORSE		s i e
3963	horse	suo	cheval	615	Bozo_Hainyaxo	HORSE		s u o
3964	horse	sie	cheval	615	Bozo_Korondougou_nord	HORSE		s i e
3965	horse	sie	cheval	615	Bozo_Korondougou_sud	HORSE		s i e
3966	horse	sie	cheval	615	Bozo_Kotya	HORSE		s i e
3967	horse	sie	cheval	615	Bozo_Pondori_nord	HORSE		s i e
3968	horse	sie	cheval	615	Bozo_Pondori_sud	HORSE		s i e
3969	horse	sie	cheval	615	Bozo_Tiema_Cewe	HORSE		s i e
3970	horse	sie	cheval	615	Bozo_Tieyaxo	HORSE		s i e
3971	horse	sé	cheval	615	Bunoge	HORSE		s e ⁵
3972	horse	sómú	cheval	615	Dogul_Dom	HORSE		s o ⁵ m u ⁵
3973	horse	puccu	cheval	615	Fulfulde	HORSE		p u tʃ tʃ u
3974	horse	sǒm	cheval	615	Jamsay	HORSE		s o ¹⁵ m
3975	horse	sìyóⁿ	cheval	615	Jenaama	HORSE		s i ¹ j õ ∼ ⁵
3976	horse	sóɲó-nì	cheval	615	Mombo	HORSE		s o ⁵ ɲ o ⁵ + n i ¹
3977	horse	bàné	cheval	615	Najamba	HORSE		b a ¹ n e ⁵
3978	horse	sǒŋ	cheval	615	Nanga	HORSE		s o ¹⁵ ŋ
3979	horse	sònjòm	cheval	615	Penange	HORSE		s o ¹ n dʒ o ¹ m
3980	horse	sǒm	cheval	615	Perge_Tegu	HORSE		s o ¹⁵ m
3981	horse	bàrí	cheval	616	Songhai_Kiini	HORSE		b a ¹ r i ⁵
3982	[n] horse	bàryò	cheval -poss: 1Sg bàry-ê -cpds (see above, beginning bari-) -cpd: bàry-èy hár-ò horses’ (musical) number	615	Songhai_Senni	HORSE		b a ¹ r j o ¹
3983	horse	sî	cheval	615	Soninke	HORSE		s i ⁵¹
3984	horse	sòmé	cheval	615	Tebul_Ure	HORSE		s o ¹ m e ⁵
3985	horse	sóɲó-ní	cheval	615	Tiranige_Diga	HORSE		s o ⁵ ɲ o ⁵ + n i ⁵
3986	horse	sɔ̌ⁿ	cheval	615	Togo_Kan	HORSE		s ɔ̃ ∼ ¹⁵
3987	horse	sóm	cheval	615	Tommo_So	HORSE		s o ⁵ m
3988	horse	sòwⁿ	cheval	615	Tomo_Kan	HORSE		s o ¹ w̃ ∼
3989	horse	sòŋgú	cheval	615	Toro_Tegu	HORSE		s o ¹ ŋ ɡ u ⁵
3990	horse	sòm	cheval	615	Yanda_Dom	HORSE		s o ¹ m
3991	horse	sǒm	cheval	615	Yorno_So	HORSE		s o ¹⁵ m
